1,2,journal,title
2022-07-06,2022-11-11,International Journal of Mental Health and Addiction,The correlation of the fecal microbiome with the biochemical profile during menopause: a Brazilian cohort study
2022-10-06,2022-11-13,Current Psychology,Effect of Pre-aging on Microstructure and Mechanical Properties of Cryorolled AA2024 Sheets
2022-10-06,2022-11-13,Current Psychology,Effect of Pre-aging on Microstructure and Mechanical Properties of Cryorolled AA2024 Sheets
2021-04-12,2021-09-24,Current Treatment Options in Psychiatry,Anxiety and depression in patients with chronic obstructive pulmonary disease and obstructive sleep apnea: the overlap syndrome
2021-04-12,2021-09-24,International Journal of Mental Health and Addiction,Anxiety and depression in patients with chronic obstructive pulmonary disease and obstructive sleep apnea: the overlap syndrome
2022-02-10,2022-09-02,Current Psychology,Trajectories of common mental disorders symptoms before and during the COVID-19 pandemic: findings from the ELSA-Brasil COVID-19 Mental Health Cohort
2022-05-05,2022-06-17,Current Psychology,COVID-19 in Lifespan: Psychological Impact between Young and Older Adults in Argentina
2022-05-05,2022-06-17,Current Psychology,COVID-19 in Lifespan: Psychological Impact between Young and Older Adults in Argentina
2022-04-01,2022-05-05,Current Psychology,"Holocene Paleoseismic Deformations on the Islands of the Kuzokotsky Archipelago (Kandalaksha Bay of the White Sea, Eastern Fennoscandia)"
2022-05-30,2022-09-22,European Archives of Psychiatry and Clinical Neuroscience,An intergenerational programme delays health impairment in nursing home residents: the Duplo project
2021-08-19,2022-07-07,Current Psychology,Cognitive Behavioral Training and Positive Psychology Training for Pregnant Women’s Psychological Health
2021-08-19,2022-07-07,Current Psychology,Cognitive Behavioral Training and Positive Psychology Training for Pregnant Women’s Psychological Health
2022-06-22,2022-09-27,Current Psychology,Dynamics of a perturbed random neuronal network with burst-timing-dependent plasticity
2022-06-22,2022-09-27,International Journal of Mental Health and Addiction,Dynamics of a perturbed random neuronal network with burst-timing-dependent plasticity
2022-08-04,2022-10-30,European Archives of Psychiatry and Clinical Neuroscience,Autoclave Type of the Hydrocarbon Systems in the Pricaspian Oil-and-Gas Province (Russia): Conditions of Formation at Great Depth
2022-06-06,2022-10-13,Current Psychology,Long-term influence of unintended pregnancy on psychological distress: a large sample retrospective cross-sectional study
2022-06-17,2022-09-21,Current Psychology,Reasons for Treatment Changes in Children and Adolescents with Attention-Deficit/Hyperactivity Disorder: A Chart Review Study
2022-06-17,2022-09-21,Current Psychology,Reasons for Treatment Changes in Children and Adolescents with Attention-Deficit/Hyperactivity Disorder: A Chart Review Study
2022-03-28,2022-05-23,European Archives of Psychiatry and Clinical Neuroscience,Emotion-Based Interventions for Clinicians
2022-08-08,2022-11-01,International Journal of Mental Health and Addiction,Predictive genomic tools in disease stratification and targeted prevention: a recent update in personalized therapy advancements
2022-05-31,2022-07-16,European Archives of Psychiatry and Clinical Neuroscience,The groove sign in eosinophilic fasciitis
2022-01-12,2022-12-01,"Cognitive, Affective, & Behavioral Neuroscience",Health Disparities Between Religious Majority and Minority: A Cross-National Analysis
2022-10-05,2022-11-02,Academic Psychiatry,"The First Reported Pleistocene Beaver, Castor fiber (Castoridae, Rodentia), from the Gobi Altai Region of Mongolia"
2022-02-23,2022-06-04,Current Psychology,"Detailed seafloor geomorphology of the western region of the North Yellow Sea, China: The result of Holocene erosional and depositional processes sculpting the offshore continental shelf"
2022-04-05,2022-04-28,Current Psychology,The Rivers of Dharma in the Face of Religious Challenges: A Comparative Analysis of Three Japanese Buddhist Temples in Brazil
2022-05-14,2022-09-16,Current Treatment Options in Psychiatry,Nuclear Inhibitor of Protein Phosphatase 1 (NIPP1) Regulates CNS Tau Phosphorylation and Myelination During Development
2022-06-01,2022-06-07,Current Psychology,Rare-Earth Elements and Th Minerals in the Metasandstones of the Udokan Basin (Russia)
2021-12-05,2022-05-05,Current Psychology,The Impact of the COVID-19 Pandemic on Business Ownership Across Racial/Ethnic Groups and Gender
2021-12-05,2022-05-05,Current Psychology,The Impact of the COVID-19 Pandemic on Business Ownership Across Racial/Ethnic Groups and Gender
2021-11-18,2022-05-04,International Journal of Mental Health and Addiction,New Taxa of the Superfamily Ambocoelioidea George (Order Spiriferida) from the Eifelian of West-Central Alaska
2021-10-21,2022-07-16,Current Psychology,Imagination: A New Foundation for the Science of Mind
2022-05-16,2022-09-22,Current Psychology,Personality Traits and Future Anxiety in Buddhisms: a Study of Adult Tibetan Buddhist Practitioners from Uruguay
2022-07-21,2022-11-17,Current Psychology,Perspectives of underweight people with eating disorders on receiving Imagery Rescripting trauma treatment: a qualitative study of their experiences
2022-07-18,2022-10-27,Current Psychology,Problematic smartphone use and specific problematic Internet uses among university students and associated predictive factors: a systematic review
2022-07-18,2022-10-27,International Journal of Mental Health and Addiction,Problematic smartphone use and specific problematic Internet uses among university students and associated predictive factors: a systematic review
2022-10-17,2022-11-17,International Journal of Mental Health and Addiction,Evaluation of serum semaphorin 3A and interleukin 6 levels in patients with pseudoexfoliation syndrome
2022-10-17,2022-11-17,International Journal of Mental Health and Addiction,Evaluation of serum semaphorin 3A and interleukin 6 levels in patients with pseudoexfoliation syndrome
2022-10-17,2022-11-17,International Journal of Mental Health and Addiction,Evaluation of serum semaphorin 3A and interleukin 6 levels in patients with pseudoexfoliation syndrome
2022-08-02,2022-11-02,Psychological Research,"Fatigue, sleep quality and mental health symptoms in Brazilian women during the COVID-19 pandemic: longitudinal study"
2022-08-02,2022-11-02,European Archives of Psychiatry and Clinical Neuroscience,"Fatigue, sleep quality and mental health symptoms in Brazilian women during the COVID-19 pandemic: longitudinal study"
2022-08-02,2022-11-02,Current Psychology,"Fatigue, sleep quality and mental health symptoms in Brazilian women during the COVID-19 pandemic: longitudinal study"
2022-03-30,2022-10-19,Current Psychology,The development and initial validation of the Russian version of the BASIS-24
2022-07-25,2022-11-09,European Archives of Psychiatry and Clinical Neuroscience,The Prevalence of High-Risk Behavior Among Adolescents in Aftercare Services and Transitioning from Out-of-home Care: A Systematic Review
2022-05-30,2022-11-16,International Journal of Mental Health and Addiction,Noninvasive stimulation of the ventromedial prefrontal cortex modulates rationality of human decision-making
2022-01-27,2022-11-13,Current Psychology,Childhood emotional dysregulation paths for suicide-related behaviour engagement in adolescence
2022-03-17,2022-11-10,Current Psychology,Examining Associations Between Multiple Types of IPV and Adverse Mental Health Among IPV Survivors
2022-04-28,2022-11-18,Current Psychology,A validated geomechanical model for the strike-slip restraining bend in Lebanon
2022-08-09,2022-10-21,International Journal of Mental Health and Addiction,"Cutmarked bone of drought-tolerant extinct megafauna deposited with traces of fire, human foraging, and introduced animals in SW Madagascar"
2022-05-28,2022-10-17,Current Psychology,"Pharmacophore modeling, molecular docking, and molecular dynamics studies to identify new 5-HT2AR antagonists with the potential for design of new atypical antipsychotics"
2022-02-16,2022-10-21,Current Psychology,Universal clinical Parkinson’s disease axes identify a major influence of neuroinflammation
2022-06-24,2022-10-07,Current Psychology,Correlates of quality of life in South Korean patients undergoing hematopoietic stem cell transplantation based on the symptom management model
2022-03-30,2022-10-18,Current Psychology,Longitudinal impact of COVID-19 pandemic on mental health of children in the ABCD study cohort
2022-03-11,2022-09-21,International Journal of Mental Health and Addiction,Expression of 5-hydroxytryptamine 7 receptor in intestinal mucosa correlates with the degree of intestinal inflammation in Crohn’s disease
2022-05-07,2022-10-13,Current Psychology,E-cigarettes and smoking cessation among adolescent smokers
2022-06-02,2022-10-05,Current Psychology,To what extent does the use of crosswalks instead of EQ-5D value sets impact reimbursement decisions?: a simulation study
2022-06-27,2022-10-13,Current Psychology,Platelet-Rich Stroma (PRS) Injection Provides Great Improvement in Depressed Scars
2022-04-11,2022-09-07,Current Psychology,A theory of change of an innovation for therapeutic care and meaningful living in a German nursing home
2022-06-10,2022-10-26,Academic Psychiatry,Use of Children’s Films to Enhance Psychoeducation
2022-06-10,2022-10-26,Current Psychology,Use of Children’s Films to Enhance Psychoeducation
2022-03-30,2022-10-26,Current Psychology,Predictors of contact with services for mental health problems among children with comorbid long-term physical health conditions: a follow-up study
2021-12-07,2022-10-22,Current Psychology,Inter-annual and seasonal cycle of satellite derived sea surface salinity in the western Bay of Bengal
2021-11-29,2022-10-26,Current Psychology,Impact of Bisphenol A on Structure and Function of Mitochondria: A Critical Review
2021-11-29,2022-10-26,Current Psychology,Impact of Bisphenol A on Structure and Function of Mitochondria: A Critical Review
2021-10-14,2022-10-22,Current Psychology,Risk factors for natural menopause before the age of 45: evidence from two British population-based birth cohort studies
2021-10-14,2022-10-22,Academic Psychiatry,Risk factors for natural menopause before the age of 45: evidence from two British population-based birth cohort studies
2021-11-17,2022-09-28,Current Psychology,What if 0 is not equal to 0? Inter-personal health utilities anchoring using the largest health gains
2022-08-15,2022-11-03,European Archives of Psychiatry and Clinical Neuroscience,Graph-generative neural network for EEG-based epileptic seizure detection via discovery of dynamic brain functional connectivity
2022-03-30,2022-10-24,Current Psychology,Denisovan and Neanderthal archaic introgression differentially impacted the genetics of complex traits in modern populations
2022-05-15,2022-10-14,Current Psychology,"Incidence of melancholic depression by age of onset and gender in the Lundby population, 1947–1997"
2022-05-15,2022-10-14,Current Psychology,"Incidence of melancholic depression by age of onset and gender in the Lundby population, 1947–1997"
2022-05-16,2022-10-05,Current Psychology,Sickness absence among young employees in private and public sectors with a history of depression and anxiety
2022-05-16,2022-10-05,International Journal of Mental Health and Addiction,Sickness absence among young employees in private and public sectors with a history of depression and anxiety
2022-05-16,2022-10-05,Current Psychology,Sickness absence among young employees in private and public sectors with a history of depression and anxiety
2022-05-16,2022-10-05,Current Psychology,Sickness absence among young employees in private and public sectors with a history of depression and anxiety
2022-05-16,2022-10-05,Current Psychology,Sickness absence among young employees in private and public sectors with a history of depression and anxiety
2022-07-23,2022-10-19,International Journal of Mental Health and Addiction,Short-term efficacy of angiotensin receptor-neprilysin inhibitor treatment in patients with ST-segment elevation myocardial infarction with reduced ejection fraction after primary percutaneous coronary intervention: a propensity score matching study
2022-08-03,2022-10-24,Current Psychology,Safety of local anesthetics in cervical nerve root injections: a narrative review
2022-04-22,2022-10-04,Current Psychology,Long-term Prophylaxis with Androgens in the management of Hereditary Angioedema (HAE) in emerging countries
2022-06-07,2022-08-19,Current Psychology,Early postoperative psychological distress as a mediator of subsequent persistent postsurgical pain outcomes among younger breast cancer patients
2022-03-25,2022-09-24,Current Psychology,"Types, sources, socioeconomic impacts, and control strategies of environmental noise: a review"
2022-06-29,2022-08-10,Current Psychology,Quality of Life in Japanese Patients with Dysmenorrhea or Endometriosis-Associated Pelvic Pain Treated with Extended Regimen Ethinylestradiol/Drospirenone in a Real-World Setting: A Prospective Observational Study
2022-01-02,2022-05-30,Current Psychology,Influence of hydrogen fugacity on thermal transformation of sedimentary organic matter: Implications for hydrocarbon generation in the ultra-depth
2022-01-02,2022-05-30,Current Psychology,Influence of hydrogen fugacity on thermal transformation of sedimentary organic matter: Implications for hydrocarbon generation in the ultra-depth
2022-03-11,2022-07-20,Current Psychology,"Diagnosis, treatment, and follow-up of patients with cerebral amyloid angiopathy-related inflammation"
2022-02-11,2022-05-21,Current Psychology,Microarray analysis of mRNA expression profiles in liver of ob/ob mice with real-time atmospheric PM2.5 exposure
2022-08-23,2022-10-10,Current Psychology,"Teacher, caregiver, and student acceptability of teachers delivering task-shifted mental health care to students in Darjeeling, India: a mixed methods pilot study"
2022-04-18,2022-10-13,European Archives of Psychiatry and Clinical Neuroscience,Pathophysiological involvement of host mitochondria in SARS-CoV-2 infection that causes COVID-19: a comprehensive evidential insight
2022-07-30,2022-10-18,Current Psychology,The effect of changing pregnancy intentions on preconception health behaviors: a prospective cohort study
2022-01-30,2022-08-31,Current Psychology,“Waking up” the sleeping metaphor of normality in connection to intersex or DSD: a scoping review of medical literature
2022-05-13,2022-10-14,Current Psychology,Anti-contactin-associated protein-like 2 antibody autoimmune encephalitis with rapidly progressive parkinsonism: a case report and literature review
2022-05-07,2022-09-30,Current Psychology,Predicting human behavior from social media using mRMR with COA
2022-05-07,2022-09-30,Current Psychology,Predicting human behavior from social media using mRMR with COA
2022-03-01,2022-06-27,Academic Psychiatry,Religious and Existential Determinants of Affective Response to a Brief Mindfulness Intervention
2022-02-24,2022-09-15,International Journal of Mental Health and Addiction,Using a mixed method to identify communication skills training priorities for Chinese general practitioners in diabetes care
2022-04-04,2022-09-21,International Journal of Mental Health and Addiction,The effectiveness of case management for cancer patients: an umbrella review
2022-05-20,2022-10-04,Current Psychology,"HINT1 neuropathy in Lithuania: clinical, genetic, and functional profiling"
2022-08-18,2022-09-28,Current Psychology,Mitochondrial Dysfunction in Polycystic Ovary Syndrome
2022-09-05,2022-09-20,European Archives of Psychiatry and Clinical Neuroscience,The effect of an integrated care intervention of multidisciplinary mental health treatment and employment services for trauma-affected refugees: study protocol for a randomised controlled trial
2021-10-03,2022-09-02,Current Psychology,Feasibility of a telephone-delivered educational intervention for knowledge transfer of COVID-19-related information to older adults in Hong Kong: a pre–post-pilot study
2022-03-16,2022-09-20,International Journal of Mental Health and Addiction,Prediction of successful aging using ensemble machine learning algorithms
2022-09-09,2022-09-21,Current Psychology,Monkeypox outbreak in the age of COVID-19: a new global health emergency
2022-09-09,2022-09-21,Current Psychology,Monkeypox outbreak in the age of COVID-19: a new global health emergency
2022-01-22,2022-04-06,Current Psychology,Synaptic plasticity and depression: the role of miRNAs dysregulation
2022-01-22,2022-04-06,Current Psychology,Synaptic plasticity and depression: the role of miRNAs dysregulation
2022-03-12,2022-06-17,Current Psychology,"Effectiveness of logotherapy and nutrition counseling on psychological status, quality of life, and dietary intake among breast cancer survivors with depressive disorder: a randomized clinical trial"
2022-03-12,2022-06-17,International Journal of Mental Health and Addiction,"Effectiveness of logotherapy and nutrition counseling on psychological status, quality of life, and dietary intake among breast cancer survivors with depressive disorder: a randomized clinical trial"
2021-06-22,2021-12-17,European Archives of Psychiatry and Clinical Neuroscience,Activity-related dyspnea in older adults participating in the Canadian Longitudinal Study on Aging
2022-02-04,2022-04-25,International Journal of Mental Health and Addiction,A community-based feasibility randomized controlled study to test food-specific inhibitory control training in people with disinhibited eating during COVID-19 in Italy
2022-02-04,2022-04-25,"Cognitive, Affective, & Behavioral Neuroscience",A community-based feasibility randomized controlled study to test food-specific inhibitory control training in people with disinhibited eating during COVID-19 in Italy
2021-12-23,2022-04-01,Current Psychology,The contribution of respiratory and hearing protection use to psychological distress in the workplace: a scoping review
2021-11-23,2022-03-07,Current Psychology,"A comparative study of orthorexia between premenopausal, perimenopausal, and postmenopausal women"
2022-04-12,2022-06-20,International Journal of Mental Health and Addiction,"Description of Pseudocapillaria (Discocapillaria) trilobularis n. sp. (Capillariidae) and redescription of Heliconema alatum (Majumdar, 1965) (Physalopteridae), two nematodes parasitising synbranchiform fishes in India"
2021-03-01,2021-10-05,International Journal of Mental Health and Addiction,Sex Differences in the Influences of Early Proinflammatory Stress on Learning and Memory in Adult Rats in the Morris Water Maze
2022-03-29,2022-06-14,International Journal of Mental Health and Addiction,Transcranial magnetic stimulation treatment in Alzheimer’s disease: a meta-analysis of its efficacy as a function of protocol characteristics and degree of personalization
2022-03-29,2022-06-14,Current Psychology,Transcranial magnetic stimulation treatment in Alzheimer’s disease: a meta-analysis of its efficacy as a function of protocol characteristics and degree of personalization
2021-08-16,2022-07-07,Current Psychology,Adenosine protects D-galactose induced alterations in rat model of aging via attenuating neurochemical profile and redox status
2020-12-13,2022-07-17,Current Psychology,The validation of the brief COPE in a belgian perinatal population
2021-11-24,2022-03-10,European Archives of Psychiatry and Clinical Neuroscience,"Altered Motor Performance, Sleep EEG, and Parkinson’s Disease Pathology Induced by Chronic Sleep Deprivation in Lrrk2G2019S Mice"
2022-07-06,2022-07-06,Current Psychology,"Answer to the letter to the editor of I. Correia et al. concerning “Neck pain associated with smartphone overuse: cross-sectional report of a cohort study among office workers” by Derakhshanrad N, et al. (Eur Spine J. 2020 doi:10.1007/s00586-020–06640-z)"
2022-03-25,2022-07-04,European Archives of Psychiatry and Clinical Neuroscience,Psychometric properties of the Persian version of Postpartum Sleep Quality Scale
2020-02-24,2020-04-04,Current Psychology,Predictors of Surgical Outcomes After Functional Endoscopic Sinus Surgery in Chronic Rhinosinusitis
2022-05-27,2022-06-02,Academic Psychiatry,Transcatheter aortic valve implantation and frailty
2020-11-10,2021-09-10,Academic Psychiatry,"The environmental geochemical baseline, background and sources of metal and metalloids present in urban, peri-urban and rural soils in the O´Higgins region, Chile"
2021-03-21,2022-01-30,International Journal of Mental Health and Addiction,Intraoperatives Floppy-Iris-Syndrom – Gibt es Neuigkeiten zur systemischen Medikation?
2022-04-20,2022-11-09,Current Psychology,Exogenous menadione sodium bisulphite alleviates detrimental effects of alkaline stress on wheat (Triticum aestivum L.)
2021-11-10,2022-01-23,"Cognitive, Affective, & Behavioral Neuroscience","Preoperative patients’ health decrease moderately, while hospital costs increase for hip and knee replacement due to the first COVID-19 lockdown in Germany"
2021-11-10,2022-01-23,International Journal of Mental Health and Addiction,"Preoperative patients’ health decrease moderately, while hospital costs increase for hip and knee replacement due to the first COVID-19 lockdown in Germany"
2022-01-17,2022-04-29,Current Psychology,Emerging targets signaling for inflammation in Parkinson’s disease drug discovery
2020-12-30,2021-09-06,Academic Psychiatry,Does Experience of Banking Crises Affect Trust in Banks?
2022-02-18,2022-06-16,Academic Psychiatry,Within-person Changes in Co-rumination and Rumination in Adolescence: Examining Heterogeneity and the Moderating Roles of Gender and Time
2021-10-12,2022-05-31,Current Psychology,Reconceptualization of eating addiction and obesity as displacement behavior and a possible treatment
2021-10-12,2022-05-31,European Archives of Psychiatry and Clinical Neuroscience,Reconceptualization of eating addiction and obesity as displacement behavior and a possible treatment
2021-09-22,2022-06-20,International Journal of Mental Health and Addiction,"Impact of Ontario’s Harmonized Heat Warning and Information System on emergency department visits for heat-related illness in Ontario, Canada: a population-based time series analysis"
2022-04-12,2022-05-13,International Journal of Mental Health and Addiction,"Bychowskicotylids (Monogenoidea: Gastrocotylinea) infecting the gills of the sweetlips Diagramma labiosum Macleay (Haemulidae) in Moreton Bay, Queensland, Australia, with the proposal of Lebedevia n. gen. and description of Lebedevia lebedevi n. sp."
2021-06-22,2021-10-12,Current Psychology,Metabolic Syndrome and Body Composition Among People Aged 50 Years and Over: Results from The Neyshabur Longitudinal Study on Ageing (NeLSA)
2021-03-05,2021-06-20,International Journal of Mental Health and Addiction,Screening for Olfactory Dysfunction in COVID-19 Patients Using Quick Smell Identification Test
2021-01-13,2022-05-11,Current Psychology,Fatty acids in the inedible parts of jade perch Scortum barcoo
2021-12-06,2022-05-12,Current Psychology,Medical avoidance among marginalized groups: the impact of the COVID-19 pandemic
2021-06-08,2022-02-18,Current Psychology,Perceived helpfulness of treatment for social anxiety disorder: findings from the WHO World Mental Health Surveys
