1,2,journal,title
2022-12-22,2023-02-24,Current Psychology,"Attending lectures in person, hybrid or online—how do students choose, and what about the outcome?"
2022-08-12,2023-03-08,Current Psychology,Vocational Interventions for Individuals with ASD: Umbrella Review
2022-12-17,2023-03-13,Current Psychology,Potential role of vitamin D levels in amyotrophic lateral sclerosis cognitive impairment
2022-09-15,2023-03-06,Current Psychology,Magnitude of depression and associated risk factors among patients with musculoskeletal disorder treated in physiotherapy outpatient department in Amhara region comprehensive specialized hospital in Ethiopia: a prospective cross-sectional study
2022-10-28,2023-03-15,Current Psychology,Impact of the COVID-19 pandemic on the mental health and well-being of Veterans’ spouses: a cross sectional analysis
2022-05-08,2023-02-27,European Archives of Psychiatry and Clinical Neuroscience,Analysis of facial emotion expression in eating occasions using deep learning
2022-11-09,2023-03-13,Current Psychology,Comparing the effects of smartphone-based and face-to-face pulmonary rehabilitation education on caregiver burden and quality of life among the family caregivers of patients with chronic obstructive pulmonary disease: a randomized controlled field trial
2022-12-10,2023-02-28,European Archives of Psychiatry and Clinical Neuroscience,Venous Leak Embolization in Patients with Venogenic Erectile Dysfunction via Deep Dorsal Penile Vein Access: Safety and Early Efficacy
2022-04-26,2023-01-26,Current Psychology,Formation of Asphalt–Resin–Paraffin Deposits in Crude Oils of Western Siberia
2023-01-17,2023-03-02,European Archives of Psychiatry and Clinical Neuroscience,Profound prospective assessment of radiological and functional outcome 6 months after TBI in elderly
2022-09-17,2023-02-24,Academic Psychiatry,"Brain washing and neural health: role of age, sleep, and the cerebrospinal fluid melatonin rhythm"
2022-08-06,2023-02-28,European Archives of Psychiatry and Clinical Neuroscience,"Forest roads regulate native and exotic species diversity and adjacent soil properties in Lawachara National Park, Bangladesh"
2022-06-08,2023-02-27,Current Psychology,Mental health and associated risk factors of Puerto Rico Post-Hurricane María
2022-12-17,2023-03-07,Current Psychology,"Correlation and influencing factors of preoperative anxiety, postoperative pain, and delirium in elderly patients undergoing gastrointestinal cancer surgery"
2022-12-17,2023-03-07,Current Psychology,"Correlation and influencing factors of preoperative anxiety, postoperative pain, and delirium in elderly patients undergoing gastrointestinal cancer surgery"
2022-12-17,2023-03-07,Current Psychology,"Correlation and influencing factors of preoperative anxiety, postoperative pain, and delirium in elderly patients undergoing gastrointestinal cancer surgery"
2021-12-28,2022-05-23,Current Psychology,A New Method for In-Situ Measurement of Internal Solitary Waves Based on the Stimulated Raman Scattering in Optical Fibers
2023-01-12,2023-03-04,Current Psychology,Association between antidepressant use and liver fibrosis in patients with type 2 diabetes: a population based study
2023-01-12,2023-03-04,Current Psychology,Association between antidepressant use and liver fibrosis in patients with type 2 diabetes: a population based study
2022-11-29,2023-03-03,Current Psychology,Glycyrrhizic acid inhibits myeloid differentiation of hematopoietic stem cells by binding S100 calcium binding protein A8 to improve cognition in aged mice
2022-11-29,2023-03-03,Current Psychology,Glycyrrhizic acid inhibits myeloid differentiation of hematopoietic stem cells by binding S100 calcium binding protein A8 to improve cognition in aged mice
2022-11-29,2023-03-03,"Cognitive, Affective, & Behavioral Neuroscience",Glycyrrhizic acid inhibits myeloid differentiation of hematopoietic stem cells by binding S100 calcium binding protein A8 to improve cognition in aged mice
2022-11-29,2023-03-03,Current Psychology,Glycyrrhizic acid inhibits myeloid differentiation of hematopoietic stem cells by binding S100 calcium binding protein A8 to improve cognition in aged mice
2022-11-17,2023-02-27,Current Psychology,The impact of COVID-19 and bushfires on the mental health of Australian adolescents: a cross-sectional study
2023-01-12,2023-02-20,Current Psychology,Redefinition of dementia care in Italy in the era of amyloid-lowering agents for the treatment of Alzheimer’s disease: an expert opinion and practical guideline
2022-11-07,2023-02-26,European Archives of Psychiatry and Clinical Neuroscience,The importance of including occupational therapists as part of the multidisciplinary team in the management of eating disorders: a narrative review incorporating lived experience
2022-11-07,2023-02-26,Current Psychology,The importance of including occupational therapists as part of the multidisciplinary team in the management of eating disorders: a narrative review incorporating lived experience
2022-04-09,2023-01-30,Current Psychology,The relationship between self-assessment living standard and mental health among the older in rural China: the mediating role of sleep quality
2022-04-23,2023-01-21,"Cognitive, Affective, & Behavioral Neuroscience","Strontium isotopes in the Ordovician paleokarst reservoirs, Huanghua Depression, China"
2022-02-21,2022-11-14,Current Psychology,Are trajectories of social isolation from childhood to mid-adulthood associated with adult depression or suicide outcomes
2022-02-21,2022-11-14,International Journal of Cognitive Therapy,Are trajectories of social isolation from childhood to mid-adulthood associated with adult depression or suicide outcomes
2022-02-21,2022-11-14,Current Psychology,Are trajectories of social isolation from childhood to mid-adulthood associated with adult depression or suicide outcomes
2022-07-14,2022-11-18,Current Psychology,Does Social Comparison and Facebook Addiction Lead to Negative Mental Health? A Pilot Study of Emerging Adults Using Structural Equation Modelling
2022-10-12,2022-12-22,Current Psychology,Associations Between Problematic Internet Use and Mental Health Outcomes of Students: A Meta-analytic Review
2022-08-30,2022-12-06,Current Psychology,A Disintegrin and Metalloproteinase 10 (ADAM10) Is Essential for Oligodendrocyte Precursor Development and Myelination in the Mouse Brain
2022-08-30,2022-12-06,Current Psychology,A Disintegrin and Metalloproteinase 10 (ADAM10) Is Essential for Oligodendrocyte Precursor Development and Myelination in the Mouse Brain
2022-02-18,2022-07-11,Current Treatment Options in Psychiatry,Deficits in Parent Knowledge of Behavior Management Skills is Strongly Associated With CD Symptoms but not ODD Symptoms
2022-02-18,2022-07-11,Current Psychology,Deficits in Parent Knowledge of Behavior Management Skills is Strongly Associated With CD Symptoms but not ODD Symptoms
2022-10-18,2023-02-14,Current Psychology,The efficacy of nalmefene on anesthetic recovery of patients: a study protocol for a multicenter randomized controlled trial
2022-08-10,2022-10-25,Current Psychology,Efficacy of different clinical assessment measures of hyperacusis: a systematic review
2022-08-10,2022-10-25,Current Psychology,Efficacy of different clinical assessment measures of hyperacusis: a systematic review
2020-10-15,2021-07-13,Current Psychology,Modified Anterior Z Le Fort III Osteotomy
2020-10-15,2021-07-13,Current Psychology,Modified Anterior Z Le Fort III Osteotomy
2020-10-15,2021-07-13,Current Psychology,Modified Anterior Z Le Fort III Osteotomy
2021-11-08,2022-07-18,Current Psychology,Social Security Measures for Persons with Mental Illness: Access and Utilisation in Rural India
2021-11-08,2022-07-18,Current Psychology,Social Security Measures for Persons with Mental Illness: Access and Utilisation in Rural India
2021-11-08,2022-07-18,Current Psychology,Social Security Measures for Persons with Mental Illness: Access and Utilisation in Rural India
2021-09-23,2022-01-01,Current Psychology,A transient fault data management algorithm for low-voltage station based on overall situation power big data
2021-12-18,2022-10-08,Current Psychology,Responses and adjustments of the coastal systems of Dominica (Lesser Antilles) when faced with an extreme event: Hurricane Maria (September 2017)
2021-12-18,2022-10-08,Current Psychology,Responses and adjustments of the coastal systems of Dominica (Lesser Antilles) when faced with an extreme event: Hurricane Maria (September 2017)
2021-12-18,2022-10-08,Current Psychology,Responses and adjustments of the coastal systems of Dominica (Lesser Antilles) when faced with an extreme event: Hurricane Maria (September 2017)
2022-06-29,2022-10-31,Current Psychology,The Mood Stabilizer Lithium Slows Down Synaptic Vesicle Cycling at Glutamatergic Synapses
2022-06-29,2022-10-31,Current Psychology,The Mood Stabilizer Lithium Slows Down Synaptic Vesicle Cycling at Glutamatergic Synapses
2022-10-10,2023-01-02,Current Psychology,The Dobbs Decision and the Future of Occupational Health in the US
2022-06-22,2023-02-06,Current Psychology,The burden of illness in Lennox–Gastaut syndrome: a systematic literature review
2022-05-23,2022-11-14,Current Psychology,Adverse outcomes associated with recorded victimization in mental health electronic records during the first UK COVID-19 lockdown
2022-05-27,2022-09-06,Current Psychology,Phantom smells: a prevalent COVID-19 symptom that progressively sets in
2022-07-12,2022-11-04,Current Psychology,Involvement of Paired Immunoglobulin-Like Receptor B in Cognitive Dysfunction Through Hippocampal-Dependent Synaptic Plasticity Impairments in Mice Subjected to Chronic Sleep Restriction
2022-06-16,2022-11-29,Current Psychology,Determining puma habitat suitability in the Eastern USA
2021-08-09,2022-02-17,Current Psychology,Metabotropic group II glutamate receptors mediate cue-triggered increases in reward-seeking behaviour
2022-05-05,2022-09-12,Current Psychology,A strategy to identify representative maize core collections based on kernel properties
2022-05-05,2022-09-12,Current Psychology,A strategy to identify representative maize core collections based on kernel properties
2023-01-10,2023-02-02,Current Psychology,CRISPR/Cas9-mediated knockout of a polyester synthase-like gene delays flowering time in alfalfa
2023-01-10,2023-02-02,Current Psychology,CRISPR/Cas9-mediated knockout of a polyester synthase-like gene delays flowering time in alfalfa
2022-09-02,2023-02-13,Current Psychology,Walking activity and emotional distress among breast cancer survivors: the parallel mediating effects of posttraumatic growth and body image
2022-08-22,2023-02-06,Current Psychology,"Post-acute phase and sequelae management of epidermal necrolysis: an international, multidisciplinary DELPHI-based consensus"
2022-08-22,2023-02-06,European Archives of Psychiatry and Clinical Neuroscience,"Post-acute phase and sequelae management of epidermal necrolysis: an international, multidisciplinary DELPHI-based consensus"
2022-09-09,2023-02-16,Current Psychology,The use and role of telemedicine in maternal fetal medicine around the world: an up-to-date
2022-11-19,2023-02-08,Current Psychology,Accessible mental well-being intervention for adolescents in school settings: a single-group intervention study using a pretest–post-test design
2022-10-05,2023-02-11,International Journal of Mental Health and Addiction,Ecological momentary assessment of mind-wandering: meta-analysis and systematic review
2022-11-30,2023-01-27,Current Psychology,A study of differential microRNA expression profile in migraine: the microMIG exploratory study
2022-11-30,2023-01-27,International Journal of Mental Health and Addiction,A study of differential microRNA expression profile in migraine: the microMIG exploratory study
2022-11-30,2023-01-27,Current Psychology,A study of differential microRNA expression profile in migraine: the microMIG exploratory study
2022-05-28,2023-01-05,Current Psychology,How to Synergize Different Institutional Logics of Firms in Cross-border Acquisitions: A Matching Theory Perspective
2022-07-28,2023-02-02,European Archives of Psychiatry and Clinical Neuroscience,Analysis of salivary steroid hormones in boys with autism spectrum disorder
2022-07-12,2023-01-23,Psychological Research,‘We are not the ones to blame’. Gamblers’ and providers’ appraisal of self-exclusion in Germany
2022-07-12,2023-01-23,Current Psychology,‘We are not the ones to blame’. Gamblers’ and providers’ appraisal of self-exclusion in Germany
2022-07-26,2023-02-03,International Journal of Mental Health and Addiction,"Local, collaborative, stepped, and personalized care management for older people with chronic diseases – results from the randomized controlled LoChro-trial"
2022-07-26,2023-02-03,Current Psychology,"Local, collaborative, stepped, and personalized care management for older people with chronic diseases – results from the randomized controlled LoChro-trial"
2022-10-15,2023-02-09,Current Psychology,Factors in oral-related quality of life of betel quid users receiving oral mucosal screening: a cross‑sectional study in Taiwan
2022-03-24,2023-01-24,Current Psychology,Relative Importance of Incivility and Loneliness in Occupational Health Outcomes
2022-09-30,2023-01-27,Current Psychology,Emergency room presentations of people with anorexia nervosa
2022-06-08,2022-12-29,Current Psychology,The contribution of sleep to anorexia nervosa severity
2022-07-02,2023-01-11,Current Psychology,The role of education in health policy reform outcomes: evidence from Japan
2022-07-01,2023-01-28,Current Psychology,"Protocol for a feasibility randomized trial of a social support intervention plus usual care versus usual care, targeting patients treated for cardiac disease who experience loneliness"
2022-08-26,2023-01-24,Current Psychology,Comprehensive assessment of factors contributing to the actual turnover of newly licensed registered nurses working in acute care hospitals: a systematic review
2022-08-26,2023-01-24,Current Psychology,Comprehensive assessment of factors contributing to the actual turnover of newly licensed registered nurses working in acute care hospitals: a systematic review
2022-06-17,2023-01-28,Current Psychology,"Collegiality, Friendship, and the Value of Remote Work"
2022-07-31,2023-01-18,Current Psychology,"Burn injury characteristics, referral pattern, treatment (costs), and outcome in burn patients admitted to a hospital with or without a specialized Burn Centre (BURN-Pro)"
2022-09-27,2023-01-25,Current Psychology,Isolation of tetrameric microsatellite markers and its application on parentage identification in Procambarus clarkii
2022-09-21,2023-01-25,Current Psychology,Substance use and help-seeking barriers: a qualitative study of East African migrants’ experiences of access to Norwegian healthcare services
2022-09-21,2023-01-25,Current Psychology,Substance use and help-seeking barriers: a qualitative study of East African migrants’ experiences of access to Norwegian healthcare services
2022-09-21,2023-01-25,Current Psychology,Substance use and help-seeking barriers: a qualitative study of East African migrants’ experiences of access to Norwegian healthcare services
2021-07-22,2021-12-01,Current Psychology,Socioeconomic Stability Buffers Racial Discrimination Effect on Depression in a Marginalized Community
2021-07-22,2021-12-01,Current Psychology,Socioeconomic Stability Buffers Racial Discrimination Effect on Depression in a Marginalized Community
2022-03-16,2022-04-05,European Archives of Psychiatry and Clinical Neuroscience,Canonical insulin signaling is not significantly impaired in early stages of depression
2022-03-16,2022-04-05,"Cognitive, Affective, & Behavioral Neuroscience",Canonical insulin signaling is not significantly impaired in early stages of depression
2022-03-16,2022-04-05,European Archives of Psychiatry and Clinical Neuroscience,Canonical insulin signaling is not significantly impaired in early stages of depression
2022-03-16,2022-04-05,Current Psychology,Canonical insulin signaling is not significantly impaired in early stages of depression
2022-04-05,2022-06-27,European Archives of Psychiatry and Clinical Neuroscience,The effects of ketamine and classic hallucinogens on neurotrophic and inflammatory markers in unipolar treatment-resistant depression: a systematic review of clinical trials
2022-04-05,2022-06-27,Current Psychology,The effects of ketamine and classic hallucinogens on neurotrophic and inflammatory markers in unipolar treatment-resistant depression: a systematic review of clinical trials
2022-04-05,2022-06-27,Current Psychology,The effects of ketamine and classic hallucinogens on neurotrophic and inflammatory markers in unipolar treatment-resistant depression: a systematic review of clinical trials
2022-04-05,2022-06-27,Current Psychology,The effects of ketamine and classic hallucinogens on neurotrophic and inflammatory markers in unipolar treatment-resistant depression: a systematic review of clinical trials
2022-04-05,2022-06-27,Current Psychology,The effects of ketamine and classic hallucinogens on neurotrophic and inflammatory markers in unipolar treatment-resistant depression: a systematic review of clinical trials
2022-03-11,2022-07-21,International Journal of Mental Health and Addiction,"The case for change: aviation worker wellbeing during the COVID 19 pandemic, and the need for an integrated health and safety culture"
2022-03-11,2022-07-21,European Archives of Psychiatry and Clinical Neuroscience,"The case for change: aviation worker wellbeing during the COVID 19 pandemic, and the need for an integrated health and safety culture"
2022-03-11,2022-07-21,Current Psychology,"The case for change: aviation worker wellbeing during the COVID 19 pandemic, and the need for an integrated health and safety culture"
2022-09-05,2022-12-21,Current Psychology,New and emerging approaches to treat psychiatric disorders
2022-05-02,2022-09-16,Current Psychology,"Tumor necrosis factor-alpha, prostaglandin-E2 and interleukin-1β targeted anti-arthritic potential of fluvoxamine: drug repurposing"
2022-05-02,2022-09-16,Current Psychology,"Tumor necrosis factor-alpha, prostaglandin-E2 and interleukin-1β targeted anti-arthritic potential of fluvoxamine: drug repurposing"
2022-05-02,2022-09-16,Current Psychology,"Tumor necrosis factor-alpha, prostaglandin-E2 and interleukin-1β targeted anti-arthritic potential of fluvoxamine: drug repurposing"
2022-05-02,2022-09-16,European Archives of Psychiatry and Clinical Neuroscience,"Tumor necrosis factor-alpha, prostaglandin-E2 and interleukin-1β targeted anti-arthritic potential of fluvoxamine: drug repurposing"
2022-06-15,2022-08-03,Current Psychology,Mental health as a family experience: Relationship of paternal characteristics with maternal perinatal depressive symptoms in a matched sample
2022-06-15,2022-08-03,Current Psychology,Mental health as a family experience: Relationship of paternal characteristics with maternal perinatal depressive symptoms in a matched sample
2021-09-19,2022-10-11,Current Psychology,Genetic and Environmental Variation in Continuous Phenotypes in the ABCD Study®
2021-09-19,2022-10-11,International Journal of Mental Health and Addiction,Genetic and Environmental Variation in Continuous Phenotypes in the ABCD Study®
2021-09-19,2022-10-11,Current Psychology,Genetic and Environmental Variation in Continuous Phenotypes in the ABCD Study®
2022-02-03,2022-07-12,International Journal of Mental Health and Addiction,"Statins block mammalian target of rapamycin pathway: a possible novel therapeutic strategy for inflammatory, malignant and neurodegenerative diseases"
2022-02-03,2022-07-12,Current Psychology,"Statins block mammalian target of rapamycin pathway: a possible novel therapeutic strategy for inflammatory, malignant and neurodegenerative diseases"
2022-02-03,2022-07-12,Current Psychology,"Statins block mammalian target of rapamycin pathway: a possible novel therapeutic strategy for inflammatory, malignant and neurodegenerative diseases"
2022-06-19,2022-12-24,Current Psychology,Elasticity of leg muscles and incidence of falls in older adults: a prospective cohort analysis
2022-08-01,2022-09-28,Psychological Research,Long-Term Cardiovascular Outcomes of Multisystem Inflammatory Syndrome in Children Associated with COVID-19 Using an Institution Based Algorithm
2022-08-01,2022-09-28,Current Psychology,Long-Term Cardiovascular Outcomes of Multisystem Inflammatory Syndrome in Children Associated with COVID-19 Using an Institution Based Algorithm
2022-05-04,2022-09-05,Current Psychology,Mountain spa rehabilitation improved health of patients with post-COVID-19 syndrome: pilot study
2022-05-04,2022-09-05,Current Psychology,Mountain spa rehabilitation improved health of patients with post-COVID-19 syndrome: pilot study
2022-06-02,2022-09-27,"Cognitive, Affective, & Behavioral Neuroscience","A Strong Earthquake on February 5, 2022 (ML 5.5) near a Petroleum Deposit on the Northeastern Shelf of Sakhalin Island"
2022-04-25,2022-07-16,"Cognitive, Affective, & Behavioral Neuroscience",Zheng’s anchor suturing technique for safe and cosmetic umbilical incision in transumbilical laparoendoscopic single-site surgeries
2022-09-19,2023-01-06,Current Psychology,Does alcohol automatically capture drinkers’ attention? Exploration through an eye-tracking saccadic choice task
2022-09-19,2023-01-06,Current Psychology,Does alcohol automatically capture drinkers’ attention? Exploration through an eye-tracking saccadic choice task
2022-09-19,2023-01-06,International Journal of Mental Health and Addiction,Does alcohol automatically capture drinkers’ attention? Exploration through an eye-tracking saccadic choice task
2022-11-05,2023-01-18,Current Psychology,Obstacles to Sex-Reassignment Surgery of a Transgender Woman with High Functioning Autism in Iran
2022-11-05,2023-01-18,Current Psychology,Obstacles to Sex-Reassignment Surgery of a Transgender Woman with High Functioning Autism in Iran
2021-12-08,2022-08-24,Current Psychology,Long-term cycles of the Solar System concealed in the Mesozoic sedimentary basin record
2021-10-13,2022-07-15,Current Psychology,Perspectives Regarding Medications for Opioid Use Disorder Among Individuals with Mental Illness
2021-10-13,2022-07-15,European Archives of Psychiatry and Clinical Neuroscience,Perspectives Regarding Medications for Opioid Use Disorder Among Individuals with Mental Illness
2022-02-06,2022-05-01,International Journal of Mental Health and Addiction,Evaluation of machine learning models as decision aids for anesthesiologists
2021-12-17,2022-10-16,Current Psychology,The Impact of First UK-Wide Lockdown (March–June 2020) on Sexual Behaviors in Men and Gender Diverse People Who Have Sex with Men During the COVID-19 Pandemic: A Cross-Sectional Survey
2021-12-17,2022-10-16,Current Psychology,The Impact of First UK-Wide Lockdown (March–June 2020) on Sexual Behaviors in Men and Gender Diverse People Who Have Sex with Men During the COVID-19 Pandemic: A Cross-Sectional Survey
2021-07-29,2022-07-09,Current Psychology,"Environmental impacts of 222Rn, Hg and CO2 emissions from the fault zones in the western margin of the Ordos block, China"
2021-07-29,2022-07-09,Current Psychology,"Environmental impacts of 222Rn, Hg and CO2 emissions from the fault zones in the western margin of the Ordos block, China"
2021-07-29,2022-07-09,Current Psychology,"Environmental impacts of 222Rn, Hg and CO2 emissions from the fault zones in the western margin of the Ordos block, China"
2022-08-13,2022-11-06,Current Psychology,Correction of Mild-to-Moderate Sunken Upper Eyelids of Asians with Stromal Vascular Fraction Gel
2022-09-20,2022-12-27,Academic Psychiatry,The psychological aftermath of an emerging infection affecting pregnant women: is monkeypox to blame?
2021-12-06,2022-04-19,Academic Psychiatry,"Differences of Polygonal Faults with Irregularly Polygonal Geometries: A Case Study from the Changchang Sag of Qiongdongnan Basin, Northern South China Sea"
2022-04-06,2022-09-13,International Journal of Mental Health and Addiction,Value of SGLT-2 inhibitors in the treatment of chronic kidney disease
2022-09-19,2022-10-09,Current Psychology,Ground-Space-Sky Observing System Experiment during Tropical Cyclone Mulan in August 2022
2023-01-02,2023-01-27,Current Psychology,The impact of brain lesions on health-related quality of life in patients with WHO CNS grade 3 or 4 glioma: a lesion-function and resting-state fMRI analysis
2022-06-02,2022-10-03,Current Psychology,Analgesic Efficacy of Pectoral Nerve Blocks in Implant-Based Mammoplasty: A Systematic Review and Meta-Analysis
2022-10-02,2022-12-09,Current Psychology,A Decision Aid to Help Patients Make Informed Choices Between the Laparoscopic Gastric Bypass or Sleeve Gastrectomy
2022-04-16,2022-09-17,Current Psychology,"Fat Injection as a Valuable Tool for Lower Eyelid Retraction Management: A Retrospective, Observational, Single Blind and Case—Control Study"
2022-04-16,2022-09-17,Current Psychology,"Fat Injection as a Valuable Tool for Lower Eyelid Retraction Management: A Retrospective, Observational, Single Blind and Case—Control Study"
2022-08-18,2022-12-19,International Journal of Mental Health and Addiction,Prevalence and Risk Factors of Frailty in Stroke Patients: A Meta-Analysis and Systematic Review
2022-08-18,2022-12-19,Current Psychology,Prevalence and Risk Factors of Frailty in Stroke Patients: A Meta-Analysis and Systematic Review
2021-08-05,2021-09-28,International Journal of Mental Health and Addiction,Drug overdose and the risk of cardiovascular diseases: a nested case–control study
2022-02-09,2022-05-05,Current Psychology,Excess mortality in a cohort of Brazilian patients with a median follow-up of 11 years after the first psychiatric hospital admission
2022-02-09,2022-05-05,Psychological Research,Excess mortality in a cohort of Brazilian patients with a median follow-up of 11 years after the first psychiatric hospital admission
2021-02-10,2022-07-18,Current Psychology,Modularized composite attention network for continuous music emotion recognition
2021-02-10,2022-07-18,Current Psychology,Modularized composite attention network for continuous music emotion recognition
2022-06-13,2022-08-18,Current Psychology,Comparison of long-term bowel symptoms after laparoscopic radical hysterectomy versus abdominal radical hysterectomy in patients with cervical cancer
2022-05-16,2022-09-03,International Journal of Mental Health and Addiction,The effect of lidocaine iontophoresis for the treatment of tinnitus: a systematic review
2022-08-17,2023-01-11,European Archives of Psychiatry and Clinical Neuroscience,Weighing in: qualitative explorations of weight restoration as recovery in anorexia nervosa
2021-12-22,2022-12-31,Current Psychology,The Effect of a cognitive behavioral program based on an interactive application on serum glucose levels and HbA1C of family members of patients with type 2 diabetes: a study protocol for a randomized clinical trial
2021-12-22,2022-12-31,Current Psychology,The Effect of a cognitive behavioral program based on an interactive application on serum glucose levels and HbA1C of family members of patients with type 2 diabetes: a study protocol for a randomized clinical trial
2022-03-28,2023-01-12,Current Psychology,Oxytocin receptor DNA methylation is associated with exogenous oxytocin needs during parturition and postpartum hemorrhage
2022-03-28,2023-01-12,Current Psychology,Oxytocin receptor DNA methylation is associated with exogenous oxytocin needs during parturition and postpartum hemorrhage
2022-12-19,2023-01-17,Current Psychology,"Using computer-based habit versus chess-based cognitive remediation training as add-on therapy to modify the imbalance between habitual behavior and cognitive control in tobacco use disorder: protocol of a randomized controlled, fMRI study"
2022-05-27,2022-12-30,International Journal of Mental Health and Addiction,The adsorption ability of powders obtained by pulsed electrical discharge in cryogenic liquids
2022-07-01,2023-01-09,International Journal of Mental Health and Addiction,Plugging Analysis and Shear Model of Pressurized Pipeline Struck by Destructive Flat-Nosed Impactors
2021-08-28,2022-12-29,European Archives of Psychiatry and Clinical Neuroscience,Assessing strategies to mitigate the impacts of a pandemic in apparel supply chains
2022-05-13,2023-01-02,Current Psychology,Whole genome re-sequencing uncovers significant population structure and low genetic diversity in the endangered clouded apollo (Parnasssius mnemosyne) in Sweden
2022-10-01,2023-01-06,European Archives of Psychiatry and Clinical Neuroscience,Blocking Two-Pore Domain Potassium Channel TREK-1 Inhibits the Activation of A1-Like Reactive Astrocyte Through the NF-κB Signaling Pathway in a Rat Model of Major Depressive Disorder
2022-06-21,2022-12-30,International Journal of Mental Health and Addiction,Prevalence of neurotoxicity symptoms among postpartum women on isoniazid preventive therapy and efavirenz-based treatment for HIV: an exploratory objective of the IMPAACT P1078 randomized trial
2022-05-16,2022-12-23,International Journal of Mental Health and Addiction,The COVID-19 global crisis and corporate social responsibility
2022-04-20,2022-11-09,Current Psychology,Lifestyle management in polycystic ovary syndrome – beyond diet and physical activity
2022-05-11,2022-12-02,Current Psychology,The impact of distance education on nursing students course performance in a sino-foreign cooperative program during the onset of COVID-19: a quasi-experimental study
2022-05-11,2022-12-02,Current Psychology,The impact of distance education on nursing students course performance in a sino-foreign cooperative program during the onset of COVID-19: a quasi-experimental study
2022-12-26,2023-01-08,Current Psychology,Safety Considerations of Fentanyl Transdermal Patches Used for Third Molar Surgery Pain Relief
2022-09-12,2022-11-28,Current Psychology,An exploratory study of communication training for Chinese medicine practitioners in Hong Kong to integrate patients’ conventional medical history
2022-03-10,2022-12-09,Current Psychology,Ritodrine-induced rhabdomyolysis and psychiatric symptoms: a case report and literature review
2022-09-21,2022-12-03,European Archives of Psychiatry and Clinical Neuroscience,Right temporoparietal junction transcranial direct current stimulation in the treatment of functional dissociative seizures: a case series
2022-10-10,2022-12-22,Current Psychology,Perception of the prognostic impact of physical activity among cancer survivors: a narrative review
2022-09-23,2022-12-22,Current Psychology,Cognitive behavioural therapy self-help intervention preferences among informal caregivers of adults with chronic kidney disease: an online cross-sectional survey
