1,2,journal,title
2021-11-09,2022-12-12,Community Mental Health Journal,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Social Psychiatry and Psychiatric Epidemiology,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Journal of Neural Transmission,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,PharmacoEconomics,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Research on Child and Adolescent Psychopathology,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Journal of Rational-Emotive & Cognitive-Behavior Therapy,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Pharmacological Reports,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2023-01-06,2023-04-14,European Archives of Psychiatry and Clinical Neuroscience,"The relationship between psychological distress, depressive symptoms, emotional eating behaviors and the health-related quality of life of middle-aged korean females: a serial mediation model"
2023-01-06,2023-04-14,Obesity Surgery,"The relationship between psychological distress, depressive symptoms, emotional eating behaviors and the health-related quality of life of middle-aged korean females: a serial mediation model"
2023-01-06,2023-04-14,Experimental Brain Research,"The relationship between psychological distress, depressive symptoms, emotional eating behaviors and the health-related quality of life of middle-aged korean females: a serial mediation model"
2023-01-15,2023-04-07,Molecular and Cellular Biochemistry,Bifrontal electroconvulsive therapy leads to improvement of cerebral glucose hypometabolism in frontotemporal dementia with comorbid psychotic depression – a case report
2023-01-15,2023-04-07,Current Psychology,Bifrontal electroconvulsive therapy leads to improvement of cerebral glucose hypometabolism in frontotemporal dementia with comorbid psychotic depression – a case report
2023-01-15,2023-04-07,European Journal of Pediatrics,Bifrontal electroconvulsive therapy leads to improvement of cerebral glucose hypometabolism in frontotemporal dementia with comorbid psychotic depression – a case report
2023-01-15,2023-04-07,European Archives of Psychiatry and Clinical Neuroscience,Bifrontal electroconvulsive therapy leads to improvement of cerebral glucose hypometabolism in frontotemporal dementia with comorbid psychotic depression – a case report
2023-02-16,2023-04-11,Journal of Cancer Research and Clinical Oncology,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2023-02-16,2023-04-11,Archives of Sexual Behavior,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2023-02-16,2023-04-11,Current Psychology,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2023-02-16,2023-04-11,European Journal of Orthopaedic Surgery & Traumatology,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2023-02-16,2023-04-11,Psychopharmacology,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2023-02-16,2023-04-11,Current Psychology,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2023-02-16,2023-04-11,International Journal of Cognitive Therapy,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2023-02-16,2023-04-11,Psychiatric Quarterly,"Use of weight loss medications in relation with prostate, colorectal and male breast cancers among older men: SEER-Medicare 2007–2015"
2022-12-10,2023-03-08,European Child & Adolescent Psychiatry,Suicidality risk in children and adolescents with externalizing disorders: symptoms profiles at high risk and the moderating role of dysregulated family relationships
2022-12-10,2023-03-08,Social Psychiatry and Psychiatric Epidemiology,Suicidality risk in children and adolescents with externalizing disorders: symptoms profiles at high risk and the moderating role of dysregulated family relationships
2022-12-10,2023-03-08,Archives of Computational Methods in Engineering,Suicidality risk in children and adolescents with externalizing disorders: symptoms profiles at high risk and the moderating role of dysregulated family relationships
2022-12-10,2023-03-08,Irish Journal of Medical Science (1971 -),Suicidality risk in children and adolescents with externalizing disorders: symptoms profiles at high risk and the moderating role of dysregulated family relationships
2022-12-10,2023-03-08,Journal of Child & Adolescent Trauma,Suicidality risk in children and adolescents with externalizing disorders: symptoms profiles at high risk and the moderating role of dysregulated family relationships
2022-12-10,2023-03-08,Behavior Genetics,Suicidality risk in children and adolescents with externalizing disorders: symptoms profiles at high risk and the moderating role of dysregulated family relationships
2022-08-26,2023-03-28,European Archives of Psychiatry and Clinical Neuroscience,"Plasma NfL is associated with the APOE ε4 allele, brain imaging measurements of neurodegeneration, and lower recall memory scores in cognitively unimpaired late-middle-aged and older adults"
2022-08-26,2023-03-28,Journal of Public Health,"Plasma NfL is associated with the APOE ε4 allele, brain imaging measurements of neurodegeneration, and lower recall memory scores in cognitively unimpaired late-middle-aged and older adults"
2022-02-23,2023-03-17,Cognitive Neurodynamics,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Neurochemical Research,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Neurological Sciences,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Molecular Neurobiology,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Indian Journal of Hematology and Blood Transfusion,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Current Psychology,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Journal of Interventional Cardiac Electrophysiology,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Artificial Intelligence Review,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Archives of Women's Mental Health,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-02-23,2023-03-17,Child Psychiatry & Human Development,The neuronal and synaptic dynamics underlying post-inhibitory rebound burst related to major depressive disorder in the lateral habenula neuron model
2022-04-20,2023-03-09,Naunyn-Schmiedeberg's Archives of Pharmacology,A meta-analysis of internet-based cognitive behavioral therapy for military and veteran populations
2022-04-20,2023-03-09,Sleep and Breathing,A meta-analysis of internet-based cognitive behavioral therapy for military and veteran populations
2022-04-20,2023-03-09,"Cognitive, Affective, & Behavioral Neuroscience",A meta-analysis of internet-based cognitive behavioral therapy for military and veteran populations
2022-04-20,2023-03-09,Neuroinformatics,A meta-analysis of internet-based cognitive behavioral therapy for military and veteran populations
2022-04-20,2023-03-09,Acta Diabetologica,A meta-analysis of internet-based cognitive behavioral therapy for military and veteran populations
2022-04-20,2023-03-09,Drug Delivery and Translational Research,A meta-analysis of internet-based cognitive behavioral therapy for military and veteran populations
2022-04-20,2023-03-09,Archives of Women's Mental Health,A meta-analysis of internet-based cognitive behavioral therapy for military and veteran populations
2022-10-02,2023-03-09,Molecular Neurobiology,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Cognitive Therapy and Research,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,AIDS and Behavior,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Multimedia Tools and Applications,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,International Journal of Biometeorology,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Cellular and Molecular Neurobiology,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Clinical Rheumatology,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Child Psychiatry & Human Development,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,International Journal of Behavioral Medicine,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Neurochemical Research,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Digestive Diseases and Sciences,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Archives of Women's Mental Health,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Sexuality & Culture,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,Journal of Religion and Health,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,The Journal of Behavioral Health Services & Research,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2022-10-02,2023-03-09,European Archives of Psychiatry and Clinical Neuroscience,Risk Factors for Postpartum Depression Based on Genetic and Epigenetic Interactions
2021-02-07,2021-10-01,European Archives of Oto-Rhino-Laryngology,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,International Journal of Mental Health and Addiction,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,European Archives of Psychiatry and Clinical Neuroscience,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,European Archives of Psychiatry and Clinical Neuroscience,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Prevention Science,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Child Psychiatry & Human Development,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Social Psychiatry and Psychiatric Epidemiology,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Journal of Public Health,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Neurochemical Research,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Hepatology International,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Research on Child and Adolescent Psychopathology,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2021-02-07,2021-10-01,Archives of Sexual Behavior,Comorbidity Between Internalising and Externalising Disorders Among Adolescents: Symptom Connectivity Features and Psychosocial Outcome
2019-06-10,2023-03-13,Applied Microbiology and Biotechnology,Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?
2019-06-10,2023-03-13,Molecular Neurobiology,Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?
2019-06-10,2023-03-13,International Journal of Mental Health and Addiction,Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?
2019-06-10,2023-03-13,Journal of Cancer Survivorship,Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?
2019-06-10,2023-03-13,Cognitive Therapy and Research,Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?
2022-04-23,2022-08-02,Archives of Dermatological Research,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,Current Psychology,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,The Journal of Obstetrics and Gynecology of India,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,The Journal of Behavioral Health Services & Research,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,Cellular and Molecular Neurobiology,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,Nonlinear Dynamics,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,Psychopharmacology,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,Mindfulness,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,American Journal of Criminal Justice,Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-04-23,2022-08-02,"Cognitive, Affective, & Behavioral Neuroscience",Validation of medical service insurance claims as a surrogate for ascertaining vitiligo cases
2022-11-28,2023-02-24,Neuroscience Bulletin,Decoupling SERT-nNOS Interaction to Generate Fast-Onset Antidepressants
2022-11-28,2023-02-24,Social Psychiatry and Psychiatric Epidemiology,Decoupling SERT-nNOS Interaction to Generate Fast-Onset Antidepressants
2022-11-28,2023-02-24,Community Mental Health Journal,Decoupling SERT-nNOS Interaction to Generate Fast-Onset Antidepressants
2022-11-28,2023-02-24,Chinese Journal of Integrative Medicine,Decoupling SERT-nNOS Interaction to Generate Fast-Onset Antidepressants
2022-11-28,2023-02-24,Biological Trace Element Research,Decoupling SERT-nNOS Interaction to Generate Fast-Onset Antidepressants
2022-11-28,2023-02-24,European Archives of Psychiatry and Clinical Neuroscience,Decoupling SERT-nNOS Interaction to Generate Fast-Onset Antidepressants
2022-12-22,2023-03-15,Current Psychology,Clinicians’ perceptions and practices of diagnostic assessment in psychiatric services
2022-12-22,2023-03-15,European Archives of Psychiatry and Clinical Neuroscience,Clinicians’ perceptions and practices of diagnostic assessment in psychiatric services
2022-12-22,2023-03-15,European Archives of Psychiatry and Clinical Neuroscience,Clinicians’ perceptions and practices of diagnostic assessment in psychiatric services
2022-12-22,2023-03-15,Journal of Technology in Behavioral Science,Clinicians’ perceptions and practices of diagnostic assessment in psychiatric services
2022-12-22,2023-03-15,Cognitive Therapy and Research,Clinicians’ perceptions and practices of diagnostic assessment in psychiatric services
2021-11-02,2023-02-08,Journal of Neural Transmission,"The feasibility and acceptability of Project POWER: a mindfulness-infused, cognitive-behavioral group intervention to address mental and sexual health needs of young pregnant women in Liberia"
2021-11-02,2023-02-08,AIDS and Behavior,"The feasibility and acceptability of Project POWER: a mindfulness-infused, cognitive-behavioral group intervention to address mental and sexual health needs of young pregnant women in Liberia"
2021-11-02,2023-02-08,GeroScience,"The feasibility and acceptability of Project POWER: a mindfulness-infused, cognitive-behavioral group intervention to address mental and sexual health needs of young pregnant women in Liberia"
2021-11-02,2023-02-08,SN Comprehensive Clinical Medicine,"The feasibility and acceptability of Project POWER: a mindfulness-infused, cognitive-behavioral group intervention to address mental and sexual health needs of young pregnant women in Liberia"
2021-11-02,2023-02-08,Neuroscience Bulletin,"The feasibility and acceptability of Project POWER: a mindfulness-infused, cognitive-behavioral group intervention to address mental and sexual health needs of young pregnant women in Liberia"
2022-11-10,2023-02-27,American Journal of Dance Therapy,A systematic review and meta-analysis of suicidality in autistic and possibly autistic people without co-occurring intellectual disability
2022-11-10,2023-02-27,Journal of Child and Family Studies,A systematic review and meta-analysis of suicidality in autistic and possibly autistic people without co-occurring intellectual disability
2022-11-10,2023-02-27,Artificial Intelligence and Law,A systematic review and meta-analysis of suicidality in autistic and possibly autistic people without co-occurring intellectual disability
2022-11-10,2023-02-27,Current Pharmacology Reports,A systematic review and meta-analysis of suicidality in autistic and possibly autistic people without co-occurring intellectual disability
2022-11-10,2023-02-27,Administration and Policy in Mental Health and Mental Health Services Research,A systematic review and meta-analysis of suicidality in autistic and possibly autistic people without co-occurring intellectual disability
2023-01-09,2023-03-01,"Air Quality, Atmosphere & Health",Association between short-term ambient temperature variability and depressive symptoms: using staggered adoption of low-carbon city program in China as a quasi-natural experiment
2023-01-09,2023-03-01,Current Psychology,Association between short-term ambient temperature variability and depressive symptoms: using staggered adoption of low-carbon city program in China as a quasi-natural experiment
2023-01-09,2023-03-01,Brain Topography,Association between short-term ambient temperature variability and depressive symptoms: using staggered adoption of low-carbon city program in China as a quasi-natural experiment
2023-01-09,2023-03-01,European Archives of Psychiatry and Clinical Neuroscience,Association between short-term ambient temperature variability and depressive symptoms: using staggered adoption of low-carbon city program in China as a quasi-natural experiment
2023-01-09,2023-03-01,Child Psychiatry & Human Development,Association between short-term ambient temperature variability and depressive symptoms: using staggered adoption of low-carbon city program in China as a quasi-natural experiment
2022-10-10,2023-03-01,Research on Child and Adolescent Psychopathology,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,Child & Youth Care Forum,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,Journal of Clinical Psychology in Medical Settings,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,Review of Philosophy and Psychology,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,Indian Journal of Thoracic and Cardiovascular Surgery,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,European Child & Adolescent Psychiatry,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,Neuroscience Bulletin,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,Naunyn-Schmiedeberg's Archives of Pharmacology,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-10-10,2023-03-01,Cognitive Neurodynamics,Genomic analysis of firework fear and noise reactivity in standard poodles
2022-08-08,2022-12-01,Molecular Neurobiology,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Journal of Gambling Studies,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Virtual Reality,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Journal of Psychopathology and Behavioral Assessment,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Journal of Child and Family Studies,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Applied Psychophysiology and Biofeedback,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Monatsschrift Kinderheilkunde,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Journal of Psychopathology and Behavioral Assessment,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Journal of Psychopathology and Behavioral Assessment,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Affective Science,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Reactions Weekly,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Journal of Youth and Adolescence,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Molecular Neurobiology,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Current Neurology and Neuroscience Reports,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-08-08,2022-12-01,Aging Clinical and Experimental Research,QTC-4-MeOBnE Ameliorated Depressive-Like Behavior and Memory Impairment in 3xTg Mice
2022-03-27,2022-08-02,Neuroscience Bulletin,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Journal of Psychopathology and Behavioral Assessment,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Current Psychology,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,European Archives of Psychiatry and Clinical Neuroscience,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Archives of Orthopaedic and Trauma Surgery,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Neuropsychology Review,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Reactions Weekly,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Mindfulness,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Der Nervenarzt,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Neuroscience Bulletin,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2022-03-27,2022-08-02,Journal of Autism and Developmental Disorders,Mental health and the effects on methylation of stress-related genes in front-line versus other health care professionals during the second wave of COVID-19 pandemic: an Italian pilot study
2020-03-26,2021-10-01,Human Genetics,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Clinical Child and Family Psychology Review,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Environmental Science and Pollution Research,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Journal of Psychopathology and Behavioral Assessment,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Neurological Sciences,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Archives of Orthopaedic and Trauma Surgery,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Current Addiction Reports,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Sleep and Breathing,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Sleep and Breathing,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Current Psychology,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Current Psychology,Mental health changes and the willingness to take risks
2020-03-26,2021-10-01,Clinical Child and Family Psychology Review,Mental health changes and the willingness to take risks
2022-08-24,2022-12-20,European Journal of Clinical Pharmacology,Personalizing atomoxetine dosing in children with ADHD: what can we learn from current supporting evidence
2022-08-24,2022-12-20,Current Psychology,Personalizing atomoxetine dosing in children with ADHD: what can we learn from current supporting evidence
2022-08-24,2022-12-20,Zeitschrift für Gerontologie und Geriatrie,Personalizing atomoxetine dosing in children with ADHD: what can we learn from current supporting evidence
2022-08-24,2022-12-20,Current Treatment Options in Psychiatry,Personalizing atomoxetine dosing in children with ADHD: what can we learn from current supporting evidence
2022-08-24,2022-12-20,Journal of Clinical Psychology in Medical Settings,Personalizing atomoxetine dosing in children with ADHD: what can we learn from current supporting evidence
2022-08-24,2022-12-20,Zeitschrift für Gerontologie und Geriatrie,Personalizing atomoxetine dosing in children with ADHD: what can we learn from current supporting evidence
2022-08-24,2022-12-20,Journal of Child & Adolescent Trauma,Personalizing atomoxetine dosing in children with ADHD: what can we learn from current supporting evidence
