1,2,journal,title
2021-11-09,2022-12-12,Community Mental Health Journal,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Social Psychiatry and Psychiatric Epidemiology,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Journal of Neural Transmission,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,PharmacoEconomics,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Research on Child and Adolescent Psychopathology,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2021-11-09,2022-12-12,Journal of Rational-Emotive & Cognitive-Behavior Therapy,Parallel latent trajectories of mental health and personal earnings among 16- to 20 year-old US labor force participants: a 20-year longitudinal study
2023-01-09,2023-04-04,European Archives of Psychiatry and Clinical Neuroscience,Decreased serum allopregnanolone and progesterone levels in male patients with bipolar disorder and their effects on cognitive functions
2023-01-09,2023-04-04,Obesity Surgery,Decreased serum allopregnanolone and progesterone levels in male patients with bipolar disorder and their effects on cognitive functions
2023-01-09,2023-04-04,Experimental Brain Research,Decreased serum allopregnanolone and progesterone levels in male patients with bipolar disorder and their effects on cognitive functions
2022-10-13,2023-04-10,Molecular and Cellular Biochemistry,Sleep characteristics and inflammatory markers in women with post-traumatic stress disorder
2022-10-13,2023-04-10,Current Psychology,Sleep characteristics and inflammatory markers in women with post-traumatic stress disorder
2022-10-13,2023-04-10,European Journal of Pediatrics,Sleep characteristics and inflammatory markers in women with post-traumatic stress disorder
2022-10-13,2023-04-10,European Archives of Psychiatry and Clinical Neuroscience,Sleep characteristics and inflammatory markers in women with post-traumatic stress disorder
2022-10-13,2023-04-10,Journal of Cancer Research and Clinical Oncology,Sleep characteristics and inflammatory markers in women with post-traumatic stress disorder
2022-11-18,2023-04-11,Archives of Sexual Behavior,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-11-18,2023-04-11,Current Psychology,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-11-18,2023-04-11,European Journal of Orthopaedic Surgery & Traumatology,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-11-18,2023-04-11,Psychopharmacology,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-11-18,2023-04-11,Current Psychology,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-11-18,2023-04-11,International Journal of Cognitive Therapy,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-11-18,2023-04-11,Psychiatric Quarterly,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-11-18,2023-04-11,International Journal of Mental Health and Addiction,Rapid resolution of catatonia secondary to post traumatic stress disorder with secondary psychotic features through scheduled zolpidem tartrate
2022-09-17,2023-03-06,Social Psychiatry and Psychiatric Epidemiology,The psychometric properties of positive and negative beliefs about the rumination scale in Chinese undergraduates
2022-09-17,2023-03-06,Archives of Computational Methods in Engineering,The psychometric properties of positive and negative beliefs about the rumination scale in Chinese undergraduates
2022-09-17,2023-03-06,Irish Journal of Medical Science (1971 -),The psychometric properties of positive and negative beliefs about the rumination scale in Chinese undergraduates
2022-09-17,2023-03-06,Journal of Child & Adolescent Trauma,The psychometric properties of positive and negative beliefs about the rumination scale in Chinese undergraduates
2022-09-17,2023-03-06,Behavior Genetics,The psychometric properties of positive and negative beliefs about the rumination scale in Chinese undergraduates
2022-08-10,2023-03-24,European Archives of Psychiatry and Clinical Neuroscience,Similarities and differences in Alzheimer’s dementia comorbidities in racialized populations identified from electronic medical records
2022-08-10,2023-03-24,Journal of Public Health,Similarities and differences in Alzheimer’s dementia comorbidities in racialized populations identified from electronic medical records
2022-08-10,2023-03-24,Cognitive Neurodynamics,Similarities and differences in Alzheimer’s dementia comorbidities in racialized populations identified from electronic medical records
2022-08-10,2023-03-24,Neurochemical Research,Similarities and differences in Alzheimer’s dementia comorbidities in racialized populations identified from electronic medical records
2022-11-03,2023-03-22,Neurological Sciences,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Molecular Neurobiology,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Indian Journal of Hematology and Blood Transfusion,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Current Psychology,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Journal of Interventional Cardiac Electrophysiology,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Artificial Intelligence Review,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Archives of Women's Mental Health,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Child Psychiatry & Human Development,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Naunyn-Schmiedeberg's Archives of Pharmacology,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2022-11-03,2023-03-22,Sleep and Breathing,"Isha yoga practices, vegan diet, and participation in Samyama meditation retreat: impact on the gut microbiome & metabolome – a non-randomized trial"
2023-01-16,2023-03-14,"Cognitive, Affective, & Behavioral Neuroscience",What is a mental disorder? Evaluating the lay concept of Mental Ill Health in the United States
2023-01-16,2023-03-14,Neuroinformatics,What is a mental disorder? Evaluating the lay concept of Mental Ill Health in the United States
2023-01-16,2023-03-14,Acta Diabetologica,What is a mental disorder? Evaluating the lay concept of Mental Ill Health in the United States
2023-01-16,2023-03-14,Drug Delivery and Translational Research,What is a mental disorder? Evaluating the lay concept of Mental Ill Health in the United States
2023-01-16,2023-03-14,Archives of Women's Mental Health,What is a mental disorder? Evaluating the lay concept of Mental Ill Health in the United States
2023-01-16,2023-03-14,Molecular Neurobiology,What is a mental disorder? Evaluating the lay concept of Mental Ill Health in the United States
2023-01-16,2023-03-14,Cognitive Therapy and Research,What is a mental disorder? Evaluating the lay concept of Mental Ill Health in the United States
2022-12-19,2023-01-19,European Archives of Psychiatry and Clinical Neuroscience,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,European Archives of Psychiatry and Clinical Neuroscience,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Prevention Science,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Child Psychiatry & Human Development,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Social Psychiatry and Psychiatric Epidemiology,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Journal of Public Health,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Neurochemical Research,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Hepatology International,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Research on Child and Adolescent Psychopathology,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Archives of Sexual Behavior,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-12-19,2023-01-19,Applied Microbiology and Biotechnology,Associations of psychiatric disease and ageing with FKBP5 expression converge on superficial layer neurons of the neocortex
2022-08-30,2023-03-20,Rheumatology International,A Longitudinal Investigation of Blood Neurofilament Light Chain Levels in Chronic Cocaine Users
2022-08-30,2023-03-20,Current Psychology,A Longitudinal Investigation of Blood Neurofilament Light Chain Levels in Chronic Cocaine Users
2022-12-31,2023-03-03,Food Science and Biotechnology,Influence of food-derived bioactives on gut microbiota compositions and their metabolites by focusing on neurotransmitters
2022-12-31,2023-03-03,Maternal and Child Health Journal,Influence of food-derived bioactives on gut microbiota compositions and their metabolites by focusing on neurotransmitters
2022-12-31,2023-03-03,Neuroscience Bulletin,Influence of food-derived bioactives on gut microbiota compositions and their metabolites by focusing on neurotransmitters
2022-12-31,2023-03-03,Social Psychiatry and Psychiatric Epidemiology,Influence of food-derived bioactives on gut microbiota compositions and their metabolites by focusing on neurotransmitters
2022-09-12,2023-03-02,AIDS and Behavior,"Predictors of return to work for people on sick leave with depression, anxiety and stress: secondary analysis from a randomized controlled trial"
2022-09-12,2023-03-02,GeroScience,"Predictors of return to work for people on sick leave with depression, anxiety and stress: secondary analysis from a randomized controlled trial"
2022-09-12,2023-03-02,SN Comprehensive Clinical Medicine,"Predictors of return to work for people on sick leave with depression, anxiety and stress: secondary analysis from a randomized controlled trial"
2022-09-12,2023-03-02,Neuroscience Bulletin,"Predictors of return to work for people on sick leave with depression, anxiety and stress: secondary analysis from a randomized controlled trial"
2022-06-21,2023-03-01,Brain Topography,Association of depressive disorders and dementia with mortality among older people with hip fracture
2022-06-21,2023-03-01,European Archives of Psychiatry and Clinical Neuroscience,Association of depressive disorders and dementia with mortality among older people with hip fracture
2022-06-21,2023-03-01,Child Psychiatry & Human Development,Association of depressive disorders and dementia with mortality among older people with hip fracture
2022-06-21,2023-03-01,Research on Child and Adolescent Psychopathology,Association of depressive disorders and dementia with mortality among older people with hip fracture
2022-07-13,2023-01-23,Microbial Ecology,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Indian Journal of Otolaryngology and Head & Neck Surgery,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Population Research and Policy Review,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Journal of Molecular Neuroscience,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Ageing International,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Quality of Life Research,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Molecular Neurobiology,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Physical and Engineering Sciences in Medicine,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Current Psychology,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-07-13,2023-01-23,Purinergic Signalling,"Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2020-08-18,2021-03-03,Journal of Public Health,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Current Psychology,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Journal of Rational-Emotive & Cognitive-Behavior Therapy,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Psychiatric Quarterly,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Current Psychology,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Current Psychology,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Journal of Child and Family Studies,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Neurotherapeutics,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Pflügers Archiv - European Journal of Physiology,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Neurochemical Research,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Journal of Psychosocial Rehabilitation and Mental Health,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Molecular Neurobiology,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Journal of Gambling Studies,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2020-08-18,2021-03-03,Virtual Reality,"Media consumption and mental health during COVID-19 lockdown: a UK cross-sectional study across England, Wales, Scotland and Northern Ireland"
2022-09-15,2022-11-14,Human Genetics,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Clinical Child and Family Psychology Review,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Environmental Science and Pollution Research,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Journal of Psychopathology and Behavioral Assessment,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Neurological Sciences,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Archives of Orthopaedic and Trauma Surgery,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Current Addiction Reports,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Sleep and Breathing,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Sleep and Breathing,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Current Psychology,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Current Psychology,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Clinical Child and Family Psychology Review,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,European Journal of Clinical Pharmacology,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2022-09-15,2022-11-14,Current Psychology,Investigating the shared genetic architecture and causal relationship between pain and neuropsychiatric disorders
2021-11-22,2023-01-10,Zeitschrift für Gerontologie und Geriatrie,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Current Treatment Options in Psychiatry,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Journal of Clinical Psychology in Medical Settings,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Zeitschrift für Gerontologie und Geriatrie,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Journal of Child & Adolescent Trauma,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,European Child & Adolescent Psychiatry,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Experimental Brain Research,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Wireless Personal Communications,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Current Sleep Medicine Reports,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Molecular Biology Reports,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Erkenntnis,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2021-11-22,2023-01-10,Journal of Psychopathology and Behavioral Assessment,Cognitive Effects Following Offline High-Frequency Repetitive Transcranial Magnetic Stimulation (HF-rTMS) in Healthy Populations: A Systematic Review and Meta-Analysis
2022-11-08,2023-02-22,Naunyn-Schmiedeberg's Archives of Pharmacology,Association of HTR3B gene polymorphisms with depression and its executive dysfunction: a case–control study
2022-11-08,2023-02-22,Community Mental Health Journal,Association of HTR3B gene polymorphisms with depression and its executive dysfunction: a case–control study
2022-11-08,2023-02-22,Biogerontology,Association of HTR3B gene polymorphisms with depression and its executive dysfunction: a case–control study
2022-11-08,2023-02-22,International Archives of Occupational and Environmental Health,Association of HTR3B gene polymorphisms with depression and its executive dysfunction: a case–control study
2022-11-08,2023-02-22,Supportive Care in Cancer,Association of HTR3B gene polymorphisms with depression and its executive dysfunction: a case–control study
2022-11-08,2023-02-22,Supportive Care in Cancer,Association of HTR3B gene polymorphisms with depression and its executive dysfunction: a case–control study
2022-07-29,2023-02-06,Child Indicators Research,"Psychosocial implications of rare genetic skin diseases affecting appearance on daily life experiences, emotional state, self-perception and quality of life in adults: a systematic review"
2022-07-29,2023-02-06,Child Psychiatry & Human Development,"Psychosocial implications of rare genetic skin diseases affecting appearance on daily life experiences, emotional state, self-perception and quality of life in adults: a systematic review"
2022-07-29,2023-02-06,Psychopharmacology,"Psychosocial implications of rare genetic skin diseases affecting appearance on daily life experiences, emotional state, self-perception and quality of life in adults: a systematic review"
2022-07-29,2023-02-06,European Archives of Psychiatry and Clinical Neuroscience,"Psychosocial implications of rare genetic skin diseases affecting appearance on daily life experiences, emotional state, self-perception and quality of life in adults: a systematic review"
2022-07-29,2023-02-06,Journal of General Internal Medicine,"Psychosocial implications of rare genetic skin diseases affecting appearance on daily life experiences, emotional state, self-perception and quality of life in adults: a systematic review"
2022-07-29,2023-02-06,Child Psychiatry & Human Development,"Psychosocial implications of rare genetic skin diseases affecting appearance on daily life experiences, emotional state, self-perception and quality of life in adults: a systematic review"
2022-11-19,2023-02-08,Current Psychology,Accessible mental well-being intervention for adolescents in school settings: a single-group intervention study using a pretest–post-test design
2022-11-19,2023-02-08,Psychopharmacology,Accessible mental well-being intervention for adolescents in school settings: a single-group intervention study using a pretest–post-test design
2022-11-19,2023-02-08,SN Comprehensive Clinical Medicine,Accessible mental well-being intervention for adolescents in school settings: a single-group intervention study using a pretest–post-test design
2022-11-19,2023-02-08,Journal of Child and Family Studies,Accessible mental well-being intervention for adolescents in school settings: a single-group intervention study using a pretest–post-test design
2022-09-05,2023-02-02,European Archives of Psychiatry and Clinical Neuroscience,Prevalence and economic burden of depression and anxiety symptoms among Singaporean adults: results from a 2022 web panel
2022-09-05,2023-02-02,Neurochemical Research,Prevalence and economic burden of depression and anxiety symptoms among Singaporean adults: results from a 2022 web panel
2022-09-05,2023-02-02,International Journal of Mental Health and Addiction,Prevalence and economic burden of depression and anxiety symptoms among Singaporean adults: results from a 2022 web panel
2022-09-05,2023-02-02,Clinical Rheumatology,Prevalence and economic burden of depression and anxiety symptoms among Singaporean adults: results from a 2022 web panel
2022-09-05,2023-02-02,Cognitive Therapy and Research,Prevalence and economic burden of depression and anxiety symptoms among Singaporean adults: results from a 2022 web panel
2022-09-25,2023-01-20,Journal of Urban Health,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-25,2023-01-20,Indian Journal of Gynecologic Oncology,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-25,2023-01-20,European Child & Adolescent Psychiatry,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-25,2023-01-20,AIDS and Behavior,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-25,2023-01-20,Child Psychiatry & Human Development,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-25,2023-01-20,International Journal of Behavioral Medicine,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-25,2023-01-20,European Child & Adolescent Psychiatry,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-25,2023-01-20,Community Mental Health Journal,The subcortical correlates of autistic traits in school-age children: a population-based neuroimaging study
2022-09-07,2023-02-03,Administration and Policy in Mental Health and Mental Health Services Research,Facilitators and barriers in the development and implementation of depression prevention and treatment policies in China: a qualitative study
2022-09-07,2023-02-03,Applied Psychophysiology and Biofeedback,Facilitators and barriers in the development and implementation of depression prevention and treatment policies in China: a qualitative study
2022-09-07,2023-02-03,Naunyn-Schmiedeberg's Archives of Pharmacology,Facilitators and barriers in the development and implementation of depression prevention and treatment policies in China: a qualitative study
2022-09-14,2023-01-23,Journal of Public Health,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,Journal of Community Health,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,Naunyn-Schmiedeberg's Archives of Pharmacology,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,European Archives of Psychiatry and Clinical Neuroscience,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,European Archives of Psychiatry and Clinical Neuroscience,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,European Archives of Psychiatry and Clinical Neuroscience,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,The Cerebellum,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,European Archives of Psychiatry and Clinical Neuroscience,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,Journal of Neural Transmission,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
2022-09-14,2023-01-23,International Ophthalmology,Psychosocial challenges of married women who have experienced domestic violence: a qualitative study
