1,2,journal,title
2022-12-16,2023-01-13,Current Psychology,The recovery of upper limb function and postoperative pain in children with lateral humeral condyle fractures were examined retrospectively in relation to the effects of brachial plexus block given in conjunction with general anesthesia
2022-07-13,2023-01-23,"Cognitive, Affective, & Behavioral Neuroscience","Effect of anxiety and depression on self-reported adverse reactions to COVID-19 vaccine: a cross-sectional study in Shanghai, China"
2022-10-04,2023-02-01,Current Psychology,Public Mental Health: Kernstück oder Stiefkind von Public Health?
2020-06-03,2021-03-22,International Journal of Cognitive Therapy,The effectiveness of a virtual reality attention task to predict depression and anxiety in comparison with current clinical measures
2021-11-15,2022-03-29,Current Treatment Options in Psychiatry,Diagnostic classification of Parkinson’s disease based on non-motor manifestations and machine learning strategies
2022-06-02,2022-09-29,Academic Psychiatry,Survey of rural and urban happiness in Indonesia during the corona crisis
2022-05-31,2022-11-09,Current Psychology,Elastic fiber degradation as a possible indicator for PMI estimation on mummified and corified skin: a pilot study
2022-09-08,2022-12-22,Current Psychology,Reduced parenting stress following a prevention program decreases internalizing and externalizing symptoms in the offspring of parents with bipolar disorder
2022-11-04,2023-02-13,International Journal of Mental Health and Addiction,"Major Decisive Factors of Tropical Cyclone Risk in the Republic of Korea: Intensity, Track, and Extratropical Transition"
2022-07-21,2023-02-14,Current Psychology,"Efficiency of probiotics in elderly patients undergoing orthopedic surgery for postoperative cognitive dysfunction: a study protocol for a multicenter, randomized controlled trial"
2022-12-06,2023-02-10,Current Psychology,Safety and Effectiveness Analyses of Dolutegravir/Lamivudine in Patients with HIV: 2-Year Report of Post-Marketing Surveillance in Japan
2022-08-01,2023-02-13,Academic Psychiatry,Efficacy and auditory biomarker analysis of fronto-temporal transcranial direct current stimulation (tDCS) in targeting cognitive impairment associated with recent-onset schizophrenia: study protocol for a multicenter randomized double-blind sham-controlled trial
2022-09-03,2023-02-14,"Cognitive, Affective, & Behavioral Neuroscience",Opioid prescribing among aged care residents during the first year of the COVID-19 pandemic: an analysis using general practice health records in Australia
2022-07-29,2023-02-06,Current Psychology,"Psychosocial implications of rare genetic skin diseases affecting appearance on daily life experiences, emotional state, self-perception and quality of life in adults: a systematic review"
2022-12-28,2023-02-08,Current Psychology,The mediating effect of distress tolerance on the relationship between stressful life events and suicide risk in patients with major depressive disorder
2022-12-28,2023-02-08,European Archives of Psychiatry and Clinical Neuroscience,The mediating effect of distress tolerance on the relationship between stressful life events and suicide risk in patients with major depressive disorder
2022-12-05,2023-02-15,Current Psychology,Long-term health-related quality of life after trauma with and without traumatic brain injury: a prospective cohort study
2022-12-05,2023-02-15,Current Psychology,Long-term health-related quality of life after trauma with and without traumatic brain injury: a prospective cohort study
2022-08-02,2023-02-09,Current Psychology,Injectable long acting antiretroviral for HIV treatment and prevention: perspectives of potential users
2022-09-17,2023-02-10,Current Psychology,"Population genetic structure of a recent insect invasion: a gall midge, Asynapta groverae (Diptera: Cecidomyiidae) in South Korea since the first outbreak in 2008"
2022-11-01,2023-01-24,"Cognitive, Affective, & Behavioral Neuroscience",Siponimod ameliorates experimental autoimmune neuritis
2022-04-11,2023-01-04,Psychological Research,Mental health and social support among glaucoma patients enrolled in the NIH All of Us COVID-19 Participant Experience (COPE) survey
2022-04-11,2023-01-04,Current Psychology,Mental health and social support among glaucoma patients enrolled in the NIH All of Us COVID-19 Participant Experience (COPE) survey
2022-04-11,2023-01-04,International Journal of Mental Health and Addiction,Mental health and social support among glaucoma patients enrolled in the NIH All of Us COVID-19 Participant Experience (COPE) survey
2022-12-29,2023-01-25,Current Psychology,Assessing the importance of predictors of adherence to a digital self‑management intervention for osteoarthritis
2022-05-01,2023-01-23,Current Psychology,Heath management app use in Parkinson’s disease and quality of life during the COVID-19 pandemic
2022-06-29,2023-01-31,Current Psychology,Does BMI Really Matter to Our Overall Health? Findings from a Cross-sectional Analysis of Middle-aged and Older Adults in India
2022-10-27,2023-01-19,Current Psychology,PTSS in COVID-19 survivors peritraumatic stress symptoms among COVID-19 survivors in Iraq
2022-08-02,2022-12-26,Current Psychology,Job burnout and its influencing factors in Chinese medical staffs under China’s prevention and control strategy for the COVID-19 pandemic
2022-05-25,2023-01-18,Current Psychology,Neonatal intensive care admission for term neonates and subsequent childhood mortality: a retrospective linkage study
2022-05-22,2023-01-19,Current Psychology,"Almost 2 years into the COVID-19 pandemic: an update on parental stress, parent mental health, and the occurrence of child maltreatment"
2022-07-12,2023-01-17,Current Psychology,Implementation of a Technology-Enhanced Peer Mentor Referral System for First-Year University Students
2022-11-19,2023-01-17,Current Psychology,Sonic Hedgehog Signaling Pathway: A Role in Pain Processing
2022-08-30,2023-01-25,Current Psychology,"Diuretics, SGLT2 inhibitors and falls in older heart failure patients: to prescribe or to deprescribe? A clinical review"
2022-12-16,2023-01-23,Current Psychology,Detection of gender-based violence in primary care in Central Catalonia: a descriptive cross-sectional study
2021-11-07,2022-03-15,"Cognitive, Affective, & Behavioral Neuroscience","The effect of tele-yoga training in healthy women on menstrual symptoms, quality of life, anxiety-depression level, body awareness, and self-esteem during COVID-19 pandemic"
2021-11-07,2022-03-15,European Archives of Psychiatry and Clinical Neuroscience,"The effect of tele-yoga training in healthy women on menstrual symptoms, quality of life, anxiety-depression level, body awareness, and self-esteem during COVID-19 pandemic"
2021-11-07,2022-03-15,Current Psychology,"The effect of tele-yoga training in healthy women on menstrual symptoms, quality of life, anxiety-depression level, body awareness, and self-esteem during COVID-19 pandemic"
2022-05-18,2023-01-12,European Archives of Psychiatry and Clinical Neuroscience,Mendelian randomisation study of body composition and depression in people of East Asian ancestry highlights potential setting-specific causality
2022-05-18,2023-01-12,Current Psychology,Mendelian randomisation study of body composition and depression in people of East Asian ancestry highlights potential setting-specific causality
2022-05-16,2022-11-21,Current Psychology,Effects of an exercise program combining unsupervised home exercises and supervised group-based exercises on fall-related variables in older adults: a randomized controlled trial
2022-08-18,2022-11-21,Current Psychology,l-Arginine is a feasible supplement to heal chronic anal fissure via reducing internal anal sphincter pressure: a randomized clinical trial study
2022-08-18,2022-11-21,Current Psychology,l-Arginine is a feasible supplement to heal chronic anal fissure via reducing internal anal sphincter pressure: a randomized clinical trial study
2021-08-18,2022-05-05,Current Psychology,Association between autistic traits and binge drinking: Findings from Japan
2022-11-10,2022-12-03,Academic Psychiatry,Feasibility of bioelectrical impedance analysis in routine clinical care to assess body composition in geriatric rehabilitation inpatients: RESORT
2022-11-10,2022-12-03,Current Psychology,Feasibility of bioelectrical impedance analysis in routine clinical care to assess body composition in geriatric rehabilitation inpatients: RESORT
2022-11-10,2022-12-03,Current Psychology,Feasibility of bioelectrical impedance analysis in routine clinical care to assess body composition in geriatric rehabilitation inpatients: RESORT
2022-08-14,2023-01-06,Current Psychology,COVID-19 and the elaboration of personal plans in + 50: a Brazilian experience
2022-08-14,2023-01-06,Current Psychology,COVID-19 and the elaboration of personal plans in + 50: a Brazilian experience
2022-08-14,2023-01-06,International Journal of Mental Health and Addiction,COVID-19 and the elaboration of personal plans in + 50: a Brazilian experience
2022-05-27,2022-08-23,Psychological Research,Regional anesthesia in trauma patients: a quality improvement study
2022-05-27,2022-08-23,Current Psychology,Regional anesthesia in trauma patients: a quality improvement study
2022-03-24,2022-06-12,International Journal of Mental Health and Addiction,Basic Strategies of Augmentation Mammoplasty in Patients with Tendencies of Pectus Excavatum and Carinatum
2022-03-24,2022-06-12,International Journal of Mental Health and Addiction,Basic Strategies of Augmentation Mammoplasty in Patients with Tendencies of Pectus Excavatum and Carinatum
2022-03-24,2022-06-12,Current Psychology,Basic Strategies of Augmentation Mammoplasty in Patients with Tendencies of Pectus Excavatum and Carinatum
2021-08-20,2022-02-04,"Cognitive, Affective, & Behavioral Neuroscience",Dear Doctor Letters regarding citalopram and escitalopram: guidelines vs real-world data
2021-08-20,2022-02-04,International Journal of Mental Health and Addiction,Dear Doctor Letters regarding citalopram and escitalopram: guidelines vs real-world data
2021-08-20,2022-02-04,International Journal of Mental Health and Addiction,Dear Doctor Letters regarding citalopram and escitalopram: guidelines vs real-world data
2022-03-21,2022-10-02,Current Psychology,Comparative study of the modified VISTA technique (m-VISTA) versus the coronally advanced flap (CAF) in the treatment of multiple Miller class III/RT2 recessions: a randomized clinical trial
2021-09-12,2022-08-19,International Journal of Mental Health and Addiction,Effects of covid-induced lockdown on inhabitants’ perception of indoor air quality in naturally ventilated homes
2021-10-15,2022-09-10,Current Psychology,Research-ready data: the C-Surv data model
2021-10-15,2022-09-10,Current Psychology,Research-ready data: the C-Surv data model
2021-10-15,2022-09-10,International Journal of Mental Health and Addiction,Research-ready data: the C-Surv data model
2022-11-08,2023-01-18,Current Psychology,Evaluation of a digital game for teaching behavioral aspects of clinical communication in dentistry
2021-09-21,2022-01-05,Current Psychology,"A retrospective analysis of the definitive management of open talus fractures at a major trauma centre, comparing ORIF to FUSION: cohort study and audit of BOAST 4 guidelines"
2022-08-19,2022-11-23,International Journal of Mental Health and Addiction,Kaum Geschlechtsunterschiede bei Opioidkonsumierenden in Haft
2021-12-26,2022-06-20,Current Psychology,Preventing falls: the use of machine learning for the prediction of future falls in individuals without history of fall
2022-06-24,2022-12-16,Current Psychology,Peer-led recovery groups for people with psychosis in South Africa (PRIZE): protocol for a randomised controlled feasibility trial
2021-05-02,2022-07-18,International Journal of Mental Health and Addiction,Stress emotion recognition with discrepancy reduction using transfer learning
2021-05-02,2022-07-18,Current Psychology,Stress emotion recognition with discrepancy reduction using transfer learning
2022-04-15,2022-09-27,Psychological Research,Short-time Fourier transform and embedding method for recurrence quantification analysis of EEG time series
2022-10-07,2022-10-25,Current Psychology,Impact of Covid-19 on rates of gestational diabetes in a North American pandemic epicenter
2022-10-19,2022-12-12,International Journal of Mental Health and Addiction,The Reliability and Validity of the Lie-to-Sit-to-Stand-to-Walk Transfer (LSSWT) Test in Knee Osteoarthritis
2022-07-20,2022-09-13,International Journal of Mental Health and Addiction,Variability of polyteny of giant chromosomes in Drosophila melanogaster salivary glands
2022-07-15,2022-09-23,Current Psychology,Pharmacist interventions in osteoporosis management: a systematic review
2022-08-24,2023-01-12,European Archives of Psychiatry and Clinical Neuroscience,"Cerebrolysin Attenuates Exacerbation of Neuropathic Pain, Blood-spinal Cord Barrier Breakdown and Cord Pathology Following Chronic Intoxication of Engineered Ag, Cu or Al (50–60 nm) Nanoparticles"
2022-09-12,2023-01-12,Current Psychology,G-protein coupled estrogen receptor (GPER1) activation promotes synaptic insertion of AMPA receptors and induction of chemical LTP at hippocampal temporoammonic-CA1 synapses
2022-09-12,2023-01-12,Current Psychology,G-protein coupled estrogen receptor (GPER1) activation promotes synaptic insertion of AMPA receptors and induction of chemical LTP at hippocampal temporoammonic-CA1 synapses
2022-03-09,2023-01-16,Current Psychology,Taking Care of Us© (TCU) study protocol: feasibility and acceptability of a dyadic intervention for couples living with heart failure
2022-07-05,2023-01-09,European Archives of Psychiatry and Clinical Neuroscience,Ubiquitin protein E3 ligase ASB9 suppresses proliferation and promotes apoptosis in human spermatogonial stem cell line by inducing HIF1AN degradation
2022-03-03,2023-01-12,Current Psychology,Military service and risk of subsequent drug use disorders among Swedish men
2022-08-06,2023-01-09,European Archives of Psychiatry and Clinical Neuroscience,Correlates of neurological soft signs in bipolar disorder
2022-06-17,2023-01-03,"Cognitive, Affective, & Behavioral Neuroscience",The impact of a stress management intervention including cultural components on stress biomarker levels and mental health indicators among indigenous women
2022-06-17,2023-01-03,Current Psychology,The impact of a stress management intervention including cultural components on stress biomarker levels and mental health indicators among indigenous women
2022-09-17,2023-01-04,International Journal of Mental Health and Addiction,"Leveraging large, real-world data through machine-learning to increase efficiency in robotic-assisted total knee arthroplasty"
2021-11-11,2022-12-01,International Journal of Mental Health and Addiction,The legal relevance of a minor patient’s wish to die: a temporality-related exploration of end-of-life decisions in pediatric care
2022-06-25,2022-12-14,Current Psychology,"The roles of risk perception, negative emotions and perceived efficacy in the association between COVID-19 infection cues and preventive behaviors: a moderated mediation model"
2021-03-25,2022-12-26,Current Psychology,Reducing the incidence and mortality of traumatic brain injury in Latin America
2022-10-10,2022-12-16,Current Psychology,Intervention for Sleep and Pain in Youth (ISPY-RCT): protocol for a two-phase randomized controlled trial of sequenced cognitive-behavioral therapy for insomnia and pain management in adolescents with migraine
2022-04-20,2022-12-22,Current Psychology,Stakeholder-Oriented Optimization of Pavement Maintenance Interventions Using Multi-Criteria Decision-Making Approach
2022-11-17,2023-01-02,Current Psychology,The anterior cruciate ligament injury severity scale (ACLISS) is an effective tool to document and categorize the magnitude of associated tissue damage in knees after primary ACL injury and reconstruction
2022-11-17,2023-01-02,Current Psychology,The anterior cruciate ligament injury severity scale (ACLISS) is an effective tool to document and categorize the magnitude of associated tissue damage in knees after primary ACL injury and reconstruction
2022-03-31,2023-01-02,Current Psychology,An economic incentive package to support the wellbeing of caregivers of adolescents living with HIV during the COVID-19 pandemic in South Africa: a feasibility study protocol for a pilot randomised trial
2022-09-14,2022-12-08,International Journal of Mental Health and Addiction,Leading mediators of sex differences in the incidence of dementia in community-dwelling adults in the UK Biobank: a retrospective cohort study
2022-07-27,2022-11-18,Current Psychology,Continuity of care (COC) and amyloid-β PET scan: the CARE-IDEAS study
2022-10-06,2022-12-15,International Journal of Mental Health and Addiction,Predictive modeling of optimism bias using gray matter cortical thickness
2022-12-08,2022-12-31,Current Psychology,COVID-19: introduction of a new lifestyle and diet among the Malaysians
2022-04-21,2022-12-19,Current Psychology,Genome-wide landscape of RNA-binding protein (RBP) networks as potential molecular regulators of psychiatric co-morbidities: a computational analysis
2022-03-24,2022-12-29,International Journal of Mental Health and Addiction,Self-Efficacy to Manage Chronic Disease (SEMCD) scale: translation and evaluation of measurement properties for a swedish version
2022-10-11,2022-12-20,Current Psychology,Angiotensin-(1–7) ameliorates sepsis-induced cardiomyopathy by alleviating inflammatory response and mitochondrial damage through the NF-κB and MAPK pathways
2022-10-11,2022-12-20,Current Psychology,Angiotensin-(1–7) ameliorates sepsis-induced cardiomyopathy by alleviating inflammatory response and mitochondrial damage through the NF-κB and MAPK pathways
2022-10-11,2022-12-20,Current Psychology,Angiotensin-(1–7) ameliorates sepsis-induced cardiomyopathy by alleviating inflammatory response and mitochondrial damage through the NF-κB and MAPK pathways
2022-10-11,2022-12-20,Current Psychology,Angiotensin-(1–7) ameliorates sepsis-induced cardiomyopathy by alleviating inflammatory response and mitochondrial damage through the NF-κB and MAPK pathways
2022-10-11,2022-12-20,Current Psychology,Angiotensin-(1–7) ameliorates sepsis-induced cardiomyopathy by alleviating inflammatory response and mitochondrial damage through the NF-κB and MAPK pathways
2021-07-09,2022-02-11,Current Psychology,Community Health Workers and Stigma Associated with Mental Illness: An Integrative Literature Review
2021-07-09,2022-02-11,Current Psychology,Community Health Workers and Stigma Associated with Mental Illness: An Integrative Literature Review
2021-07-09,2022-02-11,Current Psychology,Community Health Workers and Stigma Associated with Mental Illness: An Integrative Literature Review
2021-10-01,2022-11-02,Current Psychology,Synoptic climatology of weather parameters associated with tropical cyclone events in the coastal areas of Bay of Bengal
2021-10-01,2022-11-02,Current Psychology,Synoptic climatology of weather parameters associated with tropical cyclone events in the coastal areas of Bay of Bengal
2021-10-01,2022-11-02,Current Psychology,Synoptic climatology of weather parameters associated with tropical cyclone events in the coastal areas of Bay of Bengal
2021-10-01,2022-11-02,Current Psychology,Synoptic climatology of weather parameters associated with tropical cyclone events in the coastal areas of Bay of Bengal
2022-09-05,2022-12-05,Current Psychology,"Spectral Analysis of Gravity Data Using Spectral Analysis with Piecewise Regression (SAPR): Application to the Lake Turkana Rift, Northern Kenya and Southern Ethiopia"
2022-09-05,2022-12-05,Current Psychology,"Spectral Analysis of Gravity Data Using Spectral Analysis with Piecewise Regression (SAPR): Application to the Lake Turkana Rift, Northern Kenya and Southern Ethiopia"
2020-06-28,2020-11-17,Current Psychology,An ecological approach to exploring factors affecting substance use relapse: a systematic review
2021-10-02,2022-04-01,Current Psychology,"Analysis of preoperative and postoperative quality of life, sexual function, and sleep in patients with endometriosis: a prospective cohort study"
2022-06-22,2022-09-28,Current Psychology,Influence of severe hypoglycemia definition wording on reported prevalence in adults and adolescents with type 1 diabetes: a cross-sectional analysis from the BETTER patient-engagement registry analysis
2022-06-22,2022-09-28,Current Psychology,Influence of severe hypoglycemia definition wording on reported prevalence in adults and adolescents with type 1 diabetes: a cross-sectional analysis from the BETTER patient-engagement registry analysis
2022-06-22,2022-09-28,Current Psychology,Influence of severe hypoglycemia definition wording on reported prevalence in adults and adolescents with type 1 diabetes: a cross-sectional analysis from the BETTER patient-engagement registry analysis
2022-06-22,2022-09-28,Current Psychology,Influence of severe hypoglycemia definition wording on reported prevalence in adults and adolescents with type 1 diabetes: a cross-sectional analysis from the BETTER patient-engagement registry analysis
2022-03-14,2022-05-30,Current Psychology,Molecular systematics and its role in cultivated Solanum spp. evolution
2022-03-14,2022-05-30,Current Psychology,Molecular systematics and its role in cultivated Solanum spp. evolution
2022-05-23,2022-09-25,Current Psychology,Testing the Identity Disruption Model among Adolescents: Pathways Connecting Adverse Childhood Experiences to Body Dissatisfaction
2022-05-23,2022-09-25,Current Psychology,Testing the Identity Disruption Model among Adolescents: Pathways Connecting Adverse Childhood Experiences to Body Dissatisfaction
2022-05-23,2022-09-25,Current Psychology,Testing the Identity Disruption Model among Adolescents: Pathways Connecting Adverse Childhood Experiences to Body Dissatisfaction
2022-01-30,2022-05-01,Current Psychology,The Effects of Connective Tissue Manipulation in Primary Dysmenorrhea: a Randomized Placebo-Controlled Study
2022-07-01,2022-09-12,Current Psychology,The inherited cerebellar ataxias: an update
2022-05-02,2022-08-03,Current Psychology,Failure mechanism and sedimentary characteristics of a catastrophic rockslide avalanche induced by the 2008 Wenchuan earthquake
2022-05-02,2022-08-03,Current Psychology,Failure mechanism and sedimentary characteristics of a catastrophic rockslide avalanche induced by the 2008 Wenchuan earthquake
2022-06-30,2022-10-11,Current Psychology,Neurotoxicity evoked by organophosphates and available countermeasures
2022-06-30,2022-10-11,Current Psychology,Neurotoxicity evoked by organophosphates and available countermeasures
2022-05-25,2022-10-08,Current Psychology,IL-18BP Alleviates Anxiety-Like Behavior Induced by Traumatic Stress via Inhibition of the IL-18R-NLRP3 Signaling Pathway in a Mouse Model of Hemorrhagic Shock and Resuscitation
2022-08-10,2022-09-05,Current Psychology,Current approach to the treatment of vasovagal syncope in adults
2022-08-10,2022-09-05,Current Psychology,Current approach to the treatment of vasovagal syncope in adults
2022-01-18,2022-03-24,Current Psychology,Ustekinumab Is Associated with Real-World Long-Term Effectiveness and Improved Health-Related Quality of Life in Crohn's Disease
2021-09-07,2022-09-11,Current Psychology,Emergency colectomies in the NOAC era: a nationwide analysis demonstrating increased complications
2021-09-07,2022-09-11,Current Psychology,Emergency colectomies in the NOAC era: a nationwide analysis demonstrating increased complications
2022-04-13,2022-05-16,Current Psychology,Cellulose Solubility in Deep Eutectic Solvents: Inspecting Quantitative Hydrogen-Bonding Analysis
2022-07-26,2022-10-25,Current Psychology,Cross-sectional E-survey on the Incidence of Pre- and Postoperative Chronic Pain in Bariatric Surgery
2022-07-26,2022-10-25,Current Psychology,Cross-sectional E-survey on the Incidence of Pre- and Postoperative Chronic Pain in Bariatric Surgery
2021-08-04,2022-10-17,Current Psychology,Role of SIRT3 in neurological diseases and rehabilitation training
2022-04-01,2022-08-10,Current Psychology,Hydrocarbon generation and expulsion process in the deepwater area of the Qiongdongnan Basin of China: insights from artificial thermal maturation experiments
2022-03-11,2022-10-18,Current Psychology,Protective effects of verbenalin and (+)-eudesmin against 6-hydroxydopamine-induced oxidative/nitrosative stress in SH-SY5Y cells
2022-08-13,2022-11-05,Current Psychology,Whole exome screening of neurodevelopmental regression disorders in a cohort of Egyptian patients
2022-08-13,2022-11-05,Current Psychology,Whole exome screening of neurodevelopmental regression disorders in a cohort of Egyptian patients
2022-08-13,2022-11-05,Current Psychology,Whole exome screening of neurodevelopmental regression disorders in a cohort of Egyptian patients
2022-08-13,2022-11-05,Current Psychology,Whole exome screening of neurodevelopmental regression disorders in a cohort of Egyptian patients
2022-09-14,2022-10-10,Current Psychology,Design of all-phase-change-memory spiking neural network enabled by Ge-Ga-Sb compound
2022-09-14,2022-10-10,Current Psychology,Design of all-phase-change-memory spiking neural network enabled by Ge-Ga-Sb compound
2022-06-28,2022-12-29,European Archives of Psychiatry and Clinical Neuroscience,"The severe impact of the COVID-19 pandemic on bullying victimization, mental health indicators and quality of life"
2022-03-29,2022-12-14,European Archives of Psychiatry and Clinical Neuroscience,Healthcare use and costs among individuals receiving mental health services for depression within primary care in Nepal
2022-03-29,2022-12-14,European Archives of Psychiatry and Clinical Neuroscience,Healthcare use and costs among individuals receiving mental health services for depression within primary care in Nepal
2022-09-22,2022-12-19,Current Psychology,Reliability and validity of the Chinese version of the biological rhythms interview of assessment in neuropsychiatry in patients with major depressive disorder
2022-09-22,2022-12-19,Current Psychology,Reliability and validity of the Chinese version of the biological rhythms interview of assessment in neuropsychiatry in patients with major depressive disorder
2022-08-31,2022-12-12,Current Psychology,"Non-pharmacological, psychosocial MAKS-s intervention for people with severe dementia in nursing homes: results of a cluster-randomised trial"
2022-08-19,2022-11-28,European Archives of Psychiatry and Clinical Neuroscience,Analyzing the bond strength between lightweight concrete and lightweight polyester-polymer concrete
2022-06-26,2022-12-14,Current Psychology,"Surrounded by Smartphones: Relationship Between Peer Phubbing, Psychological Distress, Problematic Smartphone use, Daytime Sleepiness, and Subjective Sleep Quality"
2022-11-21,2022-12-15,Current Psychology,CO2 reactivity as a biomarker of exposure-based therapy non-response: study protocol
2022-09-03,2022-12-13,European Archives of Psychiatry and Clinical Neuroscience,Association between short- and long-term exposures to air pollutants and internalizing/externalizing behavior in children aged 4 to 7 years
2022-08-26,2022-10-01,Current Psychology,Sodium-Calcium Exchanger-3 Plays Critical Roles in Pain “Wind-up”
2022-02-27,2022-12-16,European Archives of Psychiatry and Clinical Neuroscience,Correlation between nocturnal intermittent hypoxemia and mild cognitive impairment in the older adult and the role of BDNF Val66Met polymorphism: a hospital-based cross-sectional study
2022-02-27,2022-12-16,Current Psychology,Correlation between nocturnal intermittent hypoxemia and mild cognitive impairment in the older adult and the role of BDNF Val66Met polymorphism: a hospital-based cross-sectional study
2022-10-06,2022-12-05,Current Psychology,Finding My Way-Advanced: can a web-based psychosocial intervention improve the mental quality of life for women with metastatic breast cancer vs attention-control? Study protocol of a randomised controlled trial
2022-10-06,2022-12-05,Current Psychology,Finding My Way-Advanced: can a web-based psychosocial intervention improve the mental quality of life for women with metastatic breast cancer vs attention-control? Study protocol of a randomised controlled trial
2022-04-22,2022-10-10,Current Psychology,A Czech version of the Overall Anxiety Severity and Impairment Scale (OASIS): standardization and psychometric properties
2022-05-31,2022-12-15,Current Psychology,"COVID-19 and its prevention in internally displaced person (IDP) camps in Somalia: impact on livelihood, food security and mental health"
2022-01-05,2022-12-13,Current Psychology,"Effectiveness of manual therapy, computerised mobilisation plus home exercise, and home exercise only in treating work-related neck pain: study protocol for a randomised controlled trial"
