1,2,journal,title
2022-01-07,2022-04-08,Acta Geophysica,Synovial fluid-inspired biomimetic lubricating microspheres: Zwitterionic polyelectrolyte brushes-grafted microgels
2022-01-07,2022-04-08,Integrative Psychological and Behavioral Science,Synovial fluid-inspired biomimetic lubricating microspheres: Zwitterionic polyelectrolyte brushes-grafted microgels
2022-01-07,2022-04-08,"Signal, Image and Video Processing",Synovial fluid-inspired biomimetic lubricating microspheres: Zwitterionic polyelectrolyte brushes-grafted microgels
2022-01-07,2022-04-08,Central European Journal of Operations Research,Synovial fluid-inspired biomimetic lubricating microspheres: Zwitterionic polyelectrolyte brushes-grafted microgels
2022-01-07,2022-04-08,The Cerebellum,Synovial fluid-inspired biomimetic lubricating microspheres: Zwitterionic polyelectrolyte brushes-grafted microgels
2021-12-20,2023-02-02,Molecular Neurobiology,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Sugar Tech,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,"Signal, Image and Video Processing","Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Review of Economics of the Household,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Annali di Matematica Pura ed Applicata (1923 -),"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Asian Journal of Civil Engineering,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Neurochemical Research,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Eurasian Business Review,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Review of Economics of the Household,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Knowledge and Information Systems,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Annali di Matematica Pura ed Applicata (1923 -),"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Animal Cognition,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,The Review of Austrian Economics,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Mathematical Sciences,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,Molecular Neurobiology,"Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2021-12-20,2023-02-02,"Signal, Image and Video Processing","Serum Calcium, 25-Hydroxyvitamin D, and Parathyroid Hormone Levels in Relation to Aneurysmal Subarachnoid Hemorrhage"
2022-02-17,2023-01-28,"Signal, Image and Video Processing",Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,The Cerebellum,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,The Review of Austrian Economics,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,Experimental and Computational Multiphase Flow,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,The Journal of Supercomputing,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,Astrodynamics,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,Food and Bioprocess Technology,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,Asia Pacific Journal of Management,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,Extremes,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,The Cerebellum,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,Children's Literature in Education,Production of wood-based panel from recycled wood resource: a literature review
2022-02-17,2023-01-28,"Signal, Image and Video Processing",Production of wood-based panel from recycled wood resource: a literature review
2022-03-08,2022-12-01,European Journal of Wood and Wood Products,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Distributed and Parallel Databases,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Molecular Neurobiology,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,"Signal, Image and Video Processing",Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Asian Journal of Civil Engineering,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Drug Delivery and Translational Research,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Neurochemical Research,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Animal Cognition,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Molecular Neurobiology,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Knowledge and Information Systems,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Food and Bioprocess Technology,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,"Signal, Image and Video Processing",Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Asia Pacific Journal of Management,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2022-03-08,2022-12-01,Biological Trace Element Research,Investigation of the ınnovation of traditional wood marquetry technique with CNC laser technology: a design study
2021-12-14,2022-08-20,Acta Geophysica,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,Annali di Matematica Pura ed Applicata (1923 -),"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,"International Journal of Minerals, Metallurgy and Materials","The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,The Journal of Supercomputing,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,Molecular Neurobiology,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,Clinical Child and Family Psychology Review,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,"Signal, Image and Video Processing","The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,Acta Geophysica,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,Biological Trace Element Research,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,"Signal, Image and Video Processing","The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,Current Treatment Options in Rheumatology,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,East Asia,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,Artificial Intelligence and Law,"The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2021-12-14,2022-08-20,"Signal, Image and Video Processing","The COVID-19 pandemic, well-being, and transitions to post-secondary education"
2022-07-11,2022-09-06,Acta Geophysica,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,"International Journal of Minerals, Metallurgy and Materials",Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Journal of the Indian Academy of Wood Science,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Drug Delivery and Translational Research,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Computational Particle Mechanics,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,International Journal of Computer Vision,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Molecular Neurobiology,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Sugar Tech,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,"Signal, Image and Video Processing",Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,"International Journal of Minerals, Metallurgy and Materials",Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Asian Journal of Civil Engineering,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Drug Delivery and Translational Research,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,The Journal of Supercomputing,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Neurochemical Research,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Advances in Atmospheric Sciences,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,"Signal, Image and Video Processing",Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-07-11,2022-09-06,Food and Bioprocess Technology,Process evaluation of soil treatment effect in Mu Us sandy land of Daji Khan in northern Shaanxi province based on fuzzy set
2022-06-09,2023-01-31,Organic Agriculture,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,Drug Delivery and Translational Research,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,The Journal of Supercomputing,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,Astrodynamics,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,The Review of Austrian Economics,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,The Journal of Supercomputing,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,"Signal, Image and Video Processing","Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,Biological Trace Element Research,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,Biological Trace Element Research,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,The Journal of Supercomputing,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,Neurochemical Research,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-09,2023-01-31,Biological Trace Element Research,"Drivers of consumer willingness to pay for sustainable wines: natural, biodynamic, and organic"
2022-06-06,2022-08-09,Biological Trace Element Research,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,Extremes,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,Computational Particle Mechanics,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,The Journal of Supercomputing,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,"International Journal of Minerals, Metallurgy and Materials",The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,"Signal, Image and Video Processing",The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,Integrative Psychological and Behavioral Science,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,"Signal, Image and Video Processing",The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,Sugar Tech,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,Journal of the Indian Academy of Wood Science,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,European Journal of Wood and Wood Products,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-06-06,2022-08-09,Computational Particle Mechanics,The Role of Selenium-Mediated Notch/Hes1 Signaling Pathway in Kashin–Beck Disease Patients and Cartilage Injury Models
2022-10-14,2022-12-29,"International Journal of Minerals, Metallurgy and Materials",Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Argumentation,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Molecular Neurobiology,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,"Signal, Image and Video Processing",Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Asian Journal of Civil Engineering,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Astrodynamics,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Skeletal Radiology,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Molecular Neurobiology,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Aequationes mathematicae,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Distributed and Parallel Databases,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Animal Cognition,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Mathematical Sciences,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Artificial Intelligence and Law,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,"Signal, Image and Video Processing",Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Drug Delivery and Translational Research,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-10-14,2022-12-29,Knowledge and Information Systems,Advances in machine learning- and artificial intelligence-assisted material design of steels
2022-01-28,2022-10-13,"Signal, Image and Video Processing",Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Journal of Youth and Adolescence,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,The Review of Austrian Economics,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Knowledge and Information Systems,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Knowledge and Information Systems,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,"Signal, Image and Video Processing",Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Animal Cognition,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Asia Pacific Journal of Management,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,The Cerebellum,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Journal of Youth and Adolescence,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Aequationes mathematicae,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-01-28,2022-10-13,Children's Literature in Education,Image restoration based on the minimax-concave and the overlapping group sparsity
2022-07-20,2023-02-18,Animal Cognition,Taste aversion learning in the snail Cornu aspersum
2022-07-20,2023-02-18,Biological Trace Element Research,Taste aversion learning in the snail Cornu aspersum
2022-07-20,2023-02-18,"Signal, Image and Video Processing",Taste aversion learning in the snail Cornu aspersum
2022-07-20,2023-02-18,The Journal of Supercomputing,Taste aversion learning in the snail Cornu aspersum
2022-07-20,2023-02-18,European Journal of Wood and Wood Products,Taste aversion learning in the snail Cornu aspersum
2022-07-20,2023-02-18,"International Journal of Minerals, Metallurgy and Materials",Taste aversion learning in the snail Cornu aspersum
